CensusTract,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LowIncomeTracts,PovertyRate,TractLOWI,Population,County
42125754400,0,1,0,1,36.3,1132,3122,Washington County
42125754500,0,0,0,0,18.3,870,4756,Washington County
42125754600,1,1,1,1,17.1,773,4521,Washington County
42125755100,0,0,0,0,9.4,1082,11514,Washington County
42125755200,0,0,0,0,2.4,618,26270,Washington County
42125755700,0,0,0,0,6.9,741,10750,Washington County
42125761000,0,0,0,0,10.1,1157,11465,Washington County
42125762000,0,0,0,0,14.9,823,5538,Washington County
42125763700,0,0,0,0,12.8,462,3618,Washington County
42125764000,1,1,1,1,20.7,1108,5361,Washington County
42125771100,0,0,0,0,4.4,1085,24744,Washington County
42125771200,0,0,0,0,9.6,808,8427,Washington County
42125772700,1,1,1,1,13.1,908,6926,Washington County
42125773100,0,1,0,1,10,1064,10677,Washington County
42125773200,0,0,0,1,12.2,492,4021,Washington County
42125774700,0,0,0,0,5.2,1248,23791,Washington County
42125775200,1,1,1,1,16.9,893,5288,Washington County
42125775300,1,1,1,1,18.4,910,4944,Washington County
42125781700,0,0,0,0,5.9,850,14321,Washington County
42125782700,1,1,1,1,14.6,448,3063,Washington County
42125783200,1,1,1,1,22.9,1368,5981,Washington County
42125783300,1,1,1,1,20.4,710,3484,Washington County
42125784000,0,0,0,0,10.8,641,5931,Washington County
42125791000,1,1,1,1,10.4,507,4878,Washington County
42125792100,0,0,0,0,16.9,1276,7548,Washington County
42125792200,1,1,1,1,29.7,875,2950,Washington County
42125795700,0,0,0,1,22.5,1146,5093,Washington County
42125795800,0,0,0,0,3.7,629,17017,Washington County
42125795900,0,0,0,0,8,1067,13334,Washington County
42125796000,0,0,0,0,9.1,790,8698,Washington County
