CensusTract,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,zip,Shortage_PF
42003561500,1,3140,1611,0,8,0.25,1,1,1,1,1,1,23.8,50682,1,1,1,1,1,0,0,1,1228,593,666,905,2104,37,0,15,79,45,398,399,15221,0.148844452
42003563900,1,3927,1925,0,0,0,0,0,0,0,0,0,8.3,79408,0,1,0,1,0,0,0,0,971,662,679,3327,443,34,0,9,114,52,183,149,15221,0.148844452
42003981100,1,7,4,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,1,2,6,1,0,0,0,0,0,0,0,15221,0.148844452
42003130100,1,1910,765,0,0,0,0,1,0,1,1,1,69.7,20000,0,1,0,1,0,0,0,1,1339,604,242,47,1769,2,0,9,83,36,411,437,15235,0.536615964
42003130600,1,3169,1318,0,0,0,0,1,0,1,1,1,42.7,36488,0,1,0,1,0,0,0,1,1615,1025,470,65,2953,14,2,18,117,37,732,721,15235,0.536615964
42003519000,1,3011,1363,0,0,0,0,0,0,0,0,0,3.1,105313,1,1,1,1,1,0,0,0,345,440,774,2465,417,80,0,0,49,54,13,10,15235,0.536615964
42003520001,1,3229,1578,0,0,0,0,0,0,0,0,0,5.2,79924,0,1,0,1,0,0,0,0,699,434,878,2682,387,106,1,6,47,38,81,84,15235,0.536615964
42003523100,1,4194,1723,0,0,0,1,1,1,1,1,1,20.3,56000,1,1,1,1,1,0,0,1,1243,942,788,418,3596,1,0,15,164,48,131,352,15235,0.536615964
42003523200,1,3922,1674,0,12,0.31,0,1,0,0,0,1,14.4,56278,0,1,0,1,0,0,0,0,1616,899,513,1485,2255,14,0,10,158,58,216,403,15235,0.536615964
42003523300,1,4194,1791,0,172,4.1,0,0,0,0,1,0,4.8,68214,0,1,0,1,0,0,0,1,1008,835,936,2649,1358,49,0,15,123,67,200,184,15235,0.536615964
42003523400,1,4967,2366,0,0,0,0,0,0,0,1,0,8.6,63571,1,1,1,1,1,0,0,1,967,949,886,3139,1599,63,2,12,152,95,255,218,15235,0.536615964
42003523501,1,4658,1973,0,1,0.02,0,0,0,0,0,0,3.4,63675,1,1,1,1,1,0,0,0,939,976,836,2315,2099,47,1,10,186,58,47,122,15235,0.536615964
42003523502,1,1539,666,0,4,0.26,0,1,0,0,0,1,8.7,51250,0,1,0,1,0,0,0,0,596,303,287,1143,339,1,0,1,55,27,93,172,15235,0.536615964
42003523600,1,4845,2180,0,3,0.06,0,0,0,0,1,0,9.9,73537,1,1,1,1,1,0,0,1,1193,882,1109,3390,1256,57,0,5,137,81,241,215,15235,0.536615964
42003523702,1,5180,2430,0,0,0,0,0,0,0,1,0,10.9,67694,0,1,0,1,0,0,0,1,1316,944,1010,3785,1169,54,0,12,160,72,266,583,15235,0.536615964
42003526201,1,3690,1456,0,0,0,0,0,0,0,0,0,2,88189,1,1,1,1,1,0,0,0,280,784,638,3549,96,8,0,2,35,25,72,59,15235,0.536615964
42003526202,1,5060,1996,0,14,0.28,0,0,0,0,0,0,7,75766,1,1,1,1,1,0,0,0,865,1231,761,4511,336,132,2,3,76,50,65,180,15235,0.536615964
42003561400,1,4239,2304,0,0,0,0,1,0,1,1,1,12.1,51815,0,1,0,1,0,0,0,1,1672,783,805,896,3150,37,1,16,139,90,615,472,15235,0.536615964
42003561900,1,2232,968,0,178,7.97,1,1,1,1,1,1,31,36409,1,1,1,1,1,0,0,1,1388,538,477,57,2103,0,0,9,63,29,403,348,15235,0.536615964
42003981800,1,461,43,1,401,86.98,0,1,0,0,0,1,48.4,,0,1,0,1,0,0,0,0,29,27,212,261,180,2,0,4,14,14,8,0,15235,0.536615964
42003140100,1,5476,1029,0,2923,53.38,0,0,0,0,0,0,12.3,187250,0,1,0,1,0,0,0,0,575,505,500,3668,192,1233,0,15,368,304,107,0,15217,8.988034188
42003140200,1,2447,1090,0,258,10.54,0,0,0,0,0,1,27.1,195039,0,0,0,0,0,0,0,0,682,286,280,1801,85,484,1,1,75,86,167,50,15217,8.988034188
42003140300,1,3440,1501,0,8,0.23,0,0,0,0,0,0,9.2,146364,0,1,0,1,0,0,0,0,610,643,533,3055,91,218,1,5,70,79,190,20,15217,8.988034188
42003140400,1,2306,948,0,0,0,0,0,0,0,0,0,5.8,197292,0,1,0,1,0,0,0,0,295,509,360,2094,55,95,0,8,54,62,50,11,15217,8.988034188
42003140800,1,4554,1951,0,4,0.09,0,0,0,0,0,0,13.4,113889,0,1,0,1,0,0,0,0,1351,968,556,3815,93,487,0,3,156,167,424,202,15217,8.988034188
42003141100,1,1361,602,0,3,0.22,0,0,0,0,0,0,2.4,97031,0,1,0,1,0,0,0,0,366,276,244,1226,57,43,2,0,33,31,46,46,15217,8.988034188
42003141300,1,5177,2464,0,358,6.92,0,0,0,0,0,0,19.2,86974,0,0,0,0,0,0,0,0,2064,655,902,4061,205,757,1,3,150,149,585,98,15217,8.988034188
42003141400,1,5351,2675,0,124,2.32,0,0,0,0,1,0,11.9,122885,0,1,0,1,0,0,0,1,1168,824,1099,4491,189,479,0,5,187,172,387,111,15217,8.988034188
42003151700,1,4931,2361,0,0,0,0,0,0,0,0,0,8.9,73080,0,1,0,1,0,0,0,0,1343,738,735,4253,248,276,0,9,145,156,372,305,15217,8.988034188
42003562300,1,3469,1432,0,221,6.37,1,1,1,1,1,1,46.9,29688,1,1,1,1,1,0,0,1,2053,826,644,1534,1825,21,0,12,77,74,573,620,15217,8.988034188
42003980300,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15217,8.988034188
42003980500,1,27,14,0,0,0,0,1,0,0,0,1,55.6,,0,1,0,1,0,0,0,0,9,3,6,27,0,0,0,0,0,0,0,0,15217,8.988034188
42003981100,1,7,4,0,0,0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,1,2,6,1,0,0,0,0,0,0,0,15217,8.988034188
42003141000,1,928,456,0,0,0,0,0,0,0,0,0,1.2,130000,0,1,0,1,0,0,0,0,54,151,136,857,17,29,1,1,23,23,22,4,15218,0.36207968
42003141100,1,1361,602,0,3,0.22,0,0,0,0,0,0,2.4,97031,0,1,0,1,0,0,0,0,366,276,244,1226,57,43,2,0,33,31,46,46,15218,0.36207968
42003515100,1,2722,1261,0,0,0,0,1,0,1,1,1,21.2,50142,0,1,0,1,0,0,0,1,1302,627,308,1171,1427,8,0,7,109,38,387,492,15218,0.36207968
42003515200,1,2124,1135,0,0,0,0,0,0,0,0,0,8.2,62404,0,1,0,1,0,0,0,0,556,338,305,1381,595,42,0,0,106,51,166,107,15218,0.36207968
42003515300,1,1871,946,0,11,0.59,0,1,0,1,1,1,21.2,53542,0,1,0,1,0,0,0,1,791,369,345,957,789,29,0,11,85,47,224,227,15218,0.36207968
42003515401,1,2266,1097,0,0,0,0,0,0,0,0,0,10.7,87361,0,0,0,0,0,0,0,0,561,418,296,1799,337,70,0,0,60,64,166,70,15218,0.36207968
42003516100,1,1392,722,0,0,0,0,0,0,0,0,0,3.9,113750,0,1,0,1,0,0,0,0,158,225,160,1280,48,34,0,1,29,32,28,16,15218,0.36207968
42003516200,1,1726,857,0,0,0,0,0,0,0,0,0,7.8,108125,0,1,0,1,0,0,0,0,340,299,229,1373,242,47,2,9,53,52,73,32,15218,0.36207968
42003560500,1,2176,1237,0,0,0,0,0,0,0,0,0,10.2,122337,0,1,0,1,0,0,0,0,407,245,213,1670,363,57,1,7,78,36,57,53,15218,0.36207968
42003561000,1,1559,629,0,73,4.68,0,1,0,1,1,1,38.1,27264,0,1,0,1,0,0,0,1,709,450,123,275,1209,5,0,3,67,36,237,197,15218,0.36207968
42003151600,1,2363,1117,0,0,0,0,0,0,0,1,0,4.8,79423,0,1,0,1,0,0,0,1,428,376,384,2187,72,36,0,4,64,53,121,68,15207,0.143770602
42003151700,1,4931,2361,0,0,0,0,0,0,0,0,0,8.9,73080,0,1,0,1,0,0,0,0,1343,738,735,4253,248,276,0,9,145,156,372,305,15207,0.143770602
42003310200,1,3227,1455,0,0,0,0,0,0,0,0,0,7.7,68828,1,1,1,1,1,0,0,0,982,564,560,3131,48,7,5,2,34,19,128,247,15207,0.143770602
42003310300,1,990,403,0,0,0,0,0,0,0,0,0,3.3,88618,1,1,1,1,1,0,0,0,113,201,181,868,88,5,0,2,27,17,23,27,15207,0.143770602
42003488300,1,2173,932,0,3,0.14,0,0,0,0,0,0,8.5,89250,0,1,0,1,0,0,0,0,423,397,462,2080,61,6,0,0,26,33,17,54,15207,0.143770602
42003488500,1,2843,1271,0,0,0,0,0,0,0,0,0,9.3,76250,0,1,0,1,0,0,0,0,838,535,516,2683,97,19,0,0,44,29,96,203,15207,0.143770602
42003562300,1,3469,1432,0,221,6.37,1,1,1,1,1,1,46.9,29688,1,1,1,1,1,0,0,1,2053,826,644,1534,1825,21,0,12,77,74,573,620,15207,0.143770602
42003562900,1,1926,854,0,0,0,1,1,1,1,1,1,20.2,42632,1,1,1,1,1,0,0,1,1051,431,266,1338,460,51,0,2,75,33,227,246,15207,0.143770602
42003980500,1,27,14,0,0,0,0,1,0,0,0,1,55.6,,0,1,0,1,0,0,0,0,9,3,6,27,0,0,0,0,0,0,0,0,15207,0.143770602
42003160800,1,2559,1228,0,1,0.04,0,1,0,1,1,1,15.8,45438,0,1,0,1,0,0,0,1,1025,313,300,2258,200,27,5,5,64,32,292,277,15210,0.37944907
42003160900,1,2872,1712,0,101,3.52,0,0,0,0,0,0,17.8,105100,0,0,0,0,0,0,0,0,1077,133,405,2587,142,90,0,5,48,56,372,320,15210,0.37944907
42003170600,1,1864,902,0,23,1.23,0,1,0,1,1,1,20.6,58897,0,1,0,1,0,0,0,1,753,206,246,1658,116,15,2,3,70,60,124,126,15210,0.37944907
42003180300,1,2500,1033,0,31,1.24,0,1,0,1,1,1,27.3,37783,0,1,0,1,0,0,0,1,1640,660,244,1485,878,1,0,9,127,58,375,508,15210,0.37944907
42003180700,1,2011,900,0,10,0.5,0,1,0,0,0,1,19,54297,0,1,0,1,0,0,0,0,903,355,200,1537,391,7,0,5,71,43,172,222,15210,0.37944907
42003191500,1,2047,1016,0,0,0,0,1,0,0,0,1,13.2,49048,0,1,0,1,0,0,0,0,843,249,269,1760,193,16,1,3,74,30,197,123,15210,0.37944907
42003290100,1,2120,904,0,16,0.75,0,1,0,0,0,1,14.8,48083,0,1,0,1,0,0,0,0,1052,462,284,1755,237,51,0,3,74,30,134,221,15210,0.37944907
42003290200,1,3944,1767,0,2,0.05,0,1,0,1,1,1,17.1,58472,0,1,0,1,0,0,0,1,2119,795,639,3413,368,26,1,4,132,80,474,473,15210,0.37944907
42003290400,1,4049,1773,0,30,0.74,1,1,1,1,1,1,25,53276,1,1,1,1,1,0,0,1,1818,807,598,3528,367,36,0,8,110,56,353,454,15210,0.37944907
42003300100,1,3747,1460,0,0,0,0,1,0,1,1,1,32.9,41603,0,1,0,1,0,0,0,1,2353,1110,384,1603,1930,33,0,2,179,49,349,458,15210,0.37944907
42003320400,1,1994,855,0,90,4.51,1,1,1,0,0,1,16.2,53152,1,1,1,1,1,0,0,0,718,333,395,1853,84,29,0,1,27,19,68,142,15210,0.37944907
42003320600,1,2261,989,0,0,0,0,0,0,0,0,0,10.1,82083,0,1,0,1,0,0,0,0,485,454,336,2067,96,28,0,2,68,23,71,90,15210,0.37944907
42003320700,1,1650,730,0,0,0,0,0,0,0,0,0,14.9,75667,0,1,0,1,0,0,0,0,563,288,311,1570,45,4,0,0,31,20,23,45,15210,0.37944907
42003480300,1,3415,1446,0,0,0,0,0,0,0,0,0,8.8,80833,1,1,1,1,1,0,0,0,649,675,608,3269,48,65,0,1,32,35,27,162,15210,0.37944907
42003481000,1,3403,1464,0,0,0,0,1,0,1,1,1,28.9,35149,0,1,0,1,0,0,0,1,2009,850,370,2090,1119,39,0,10,145,65,541,613,15210,0.37944907
42003561600,1,2113,902,0,0,0,0,1,0,1,1,1,19.7,43056,0,1,0,1,0,0,0,1,1019,497,240,1452,576,3,0,9,73,29,277,353,15210,0.37944907
42003561700,1,718,277,0,0,0,0,1,0,0,0,1,8.1,53750,0,1,0,1,0,0,0,0,428,185,83,406,290,2,0,5,15,10,84,69,15210,0.37944907
42003562400,1,2733,1161,0,0,0,0,1,0,1,1,1,18.9,61875,0,1,0,1,0,0,0,1,919,674,481,946,1639,15,2,11,120,46,255,224,15210,0.37944907
42003160800,1,2559,1228,0,1,0.04,0,1,0,1,1,1,15.8,45438,0,1,0,1,0,0,0,1,1025,313,300,2258,200,27,5,5,64,32,292,277,15203,0.930376784
42003160900,1,2872,1712,0,101,3.52,0,0,0,0,0,0,17.8,105100,0,0,0,0,0,0,0,0,1077,133,405,2587,142,90,0,5,48,56,372,320,15203,0.930376784
42003170200,1,3725,2063,0,8,0.21,0,0,0,0,0,1,30.6,,0,0,0,0,0,0,0,0,1499,163,374,3555,54,53,2,3,58,106,409,165,15203,0.930376784
42003170600,1,1864,902,0,23,1.23,0,1,0,1,1,1,20.6,58897,0,1,0,1,0,0,0,1,753,206,246,1658,116,15,2,3,70,60,124,126,15203,0.930376784
42003180300,1,2500,1033,0,31,1.24,0,1,0,1,1,1,27.3,37783,0,1,0,1,0,0,0,1,1640,660,244,1485,878,1,0,9,127,58,375,508,15203,0.930376784
42003191400,1,2796,1492,0,2,0.07,0,0,0,0,0,1,18,53449,0,0,0,0,0,0,0,0,938,324,446,2416,269,23,0,2,86,52,335,301,15203,0.930376784
42003561600,1,2113,902,0,0,0,0,1,0,1,1,1,19.7,43056,0,1,0,1,0,0,0,1,1019,497,240,1452,576,3,0,9,73,29,277,353,15203,0.930376784
42003980700,1,19,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,0,0,15203,0.930376784
42003180300,1,2500,1033,0,31,1.24,0,1,0,1,1,1,27.3,37783,0,1,0,1,0,0,0,1,1640,660,244,1485,878,1,0,9,127,58,375,508,15211,1.662790698
42003180700,1,2011,900,0,10,0.5,0,1,0,0,0,1,19,54297,0,1,0,1,0,0,0,0,903,355,200,1537,391,7,0,5,71,43,172,222,15211,1.662790698
42003190300,1,1945,1060,0,0,0,0,0,0,0,0,0,4.8,68125,0,0,0,0,0,0,0,0,456,125,355,1848,53,17,0,2,25,15,36,36,15211,1.662790698
42003191100,1,2425,1236,0,0,0,0,0,0,0,1,0,12.9,85461,1,1,1,1,1,0,0,1,736,258,408,2244,69,53,0,2,57,30,137,90,15211,1.662790698
42003191400,1,2796,1492,0,2,0.07,0,0,0,0,0,1,18,53449,0,0,0,0,0,0,0,0,938,324,446,2416,269,23,0,2,86,52,335,301,15211,1.662790698
42003191500,1,2047,1016,0,0,0,0,1,0,0,0,1,13.2,49048,0,1,0,1,0,0,0,0,843,249,269,1760,193,16,1,3,74,30,197,123,15211,1.662790698
42003562400,1,2733,1161,0,0,0,0,1,0,1,1,1,18.9,61875,0,1,0,1,0,0,0,1,919,674,481,946,1639,15,2,11,120,46,255,224,15211,1.662790698
42003980700,1,19,10,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,19,0,0,0,0,0,0,0,0,15211,1.662790698
42003191100,1,2425,1236,0,0,0,0,0,0,0,1,0,12.9,85461,1,1,1,1,1,0,0,1,736,258,408,2244,69,53,0,2,57,30,137,90,15220,2.363397219
42003191400,1,2796,1492,0,2,0.07,0,0,0,0,0,1,18,53449,0,0,0,0,0,0,0,0,938,324,446,2416,269,23,0,2,86,52,335,301,15220,2.363397219
42003191500,1,2047,1016,0,0,0,0,1,0,0,0,1,13.2,49048,0,1,0,1,0,0,0,0,843,249,269,1760,193,16,1,3,74,30,197,123,15220,2.363397219
42003202300,1,4144,2021,0,163,3.93,0,0,0,0,0,0,9.5,82468,0,1,0,1,0,0,0,0,727,530,806,3651,169,211,0,2,111,56,108,97,15220,2.363397219
42003281400,1,2352,992,0,0,0,0,1,0,1,1,1,42.3,30962,0,1,0,1,0,0,0,1,1473,684,324,1349,881,15,0,11,96,47,326,443,15220,2.363397219
42003281500,1,1462,633,0,0,0,0,0,0,0,0,0,6.4,64722,0,1,0,1,0,0,0,0,371,301,209,1179,212,13,0,1,57,11,74,80,15220,2.363397219
42003469000,1,4432,1958,0,3,0.07,0,0,0,0,0,0,9.9,98346,1,1,1,1,1,0,0,0,868,759,944,4195,78,112,1,3,43,51,85,89,15220,2.363397219
42003470300,1,3933,1682,0,286,7.27,0,0,0,0,0,0,6,79777,0,1,0,1,0,0,0,0,763,653,1217,3719,57,115,1,2,39,20,74,136,15220,2.363397219
42003470501,1,3954,2078,0,13,0.33,0,0,0,0,0,0,7.6,83199,0,1,0,1,0,0,0,0,704,649,551,2207,82,1540,0,13,112,51,111,99,15220,2.363397219
42003470502,1,2971,1272,0,170,5.72,0,0,0,0,0,0,1.9,94702,0,1,0,1,0,0,0,0,354,506,859,2748,54,120,0,1,48,28,71,56,15220,2.363397219
42003470600,1,3103,1477,0,16,0.52,0,0,0,0,0,0,13.1,66473,0,1,0,1,0,0,0,0,763,599,542,2915,105,17,0,1,65,31,112,111,15220,2.363397219
42003473601,1,4049,1667,0,140,3.46,0,0,0,0,1,0,2.7,141548,0,1,0,1,0,0,0,1,322,937,950,3785,43,174,0,0,47,47,271,11,15220,2.363397219
42003562500,1,3032,1178,0,1,0.03,0,1,0,0,0,1,34.4,38986,0,1,0,1,0,0,0,0,1792,868,315,1360,1440,45,0,14,173,52,339,391,15220,2.363397219
42003562600,1,2635,1151,0,0,0,1,1,1,1,1,1,17.8,49375,1,1,1,1,1,0,0,1,1058,594,330,1695,799,18,0,5,118,38,205,363,15220,2.363397219
42003563100,1,3549,1612,0,0,0,0,0,0,0,0,0,10,67792,0,0,0,0,0,0,0,0,866,658,634,2977,281,180,1,3,107,51,95,194,15220,2.363397219
42003191500,1,2047,1016,0,0,0,0,1,0,0,0,1,13.2,49048,0,1,0,1,0,0,0,0,843,249,269,1760,193,16,1,3,74,30,197,123,15226,0.29883078
42003191600,1,4295,1851,0,5,0.12,0,0,0,0,0,0,14.9,64728,0,1,0,1,0,0,0,0,1522,848,536,3374,575,69,0,3,274,299,225,205,15226,0.29883078
42003191700,1,3448,1562,0,3,0.09,0,0,0,0,1,0,8,81111,0,1,0,1,0,0,0,1,690,638,546,3079,200,49,0,3,117,71,167,203,15226,0.29883078
42003191800,1,5322,2402,0,1,0.02,0,0,0,0,0,1,10.1,59904,0,0,0,0,0,0,0,0,1753,1018,844,4941,205,48,0,7,121,87,302,351,15226,0.29883078
42003191900,1,2183,998,0,29,1.33,0,0,0,0,0,0,9.8,73214,0,0,0,0,0,0,0,0,506,438,291,1994,107,27,0,4,51,30,107,159,15226,0.29883078
42003192000,1,3679,1665,0,88,2.39,0,0,0,0,1,0,10.4,74857,0,1,0,1,0,0,0,1,1105,670,670,3080,388,56,1,5,149,145,314,163,15226,0.29883078
42003320600,1,2261,989,0,0,0,0,0,0,0,0,0,10.1,82083,0,1,0,1,0,0,0,0,485,454,336,2067,96,28,0,2,68,23,71,90,15226,0.29883078
42003320700,1,1650,730,0,0,0,0,0,0,0,0,0,14.9,75667,0,1,0,1,0,0,0,0,563,288,311,1570,45,4,0,0,31,20,23,45,15226,0.29883078
42003472300,1,2014,970,0,6,0.3,0,0,0,0,0,0,8.7,75057,0,1,0,1,0,0,0,0,581,331,187,1881,56,29,0,2,46,66,137,63,15226,0.29883078
42003473300,1,5502,2269,0,166,3.02,0,0,0,0,1,0,5.9,126484,0,1,0,1,0,0,0,1,510,1308,1107,5257,50,100,0,5,90,65,335,129,15226,0.29883078
42003479000,1,1992,849,0,0,0,0,0,0,0,0,0,9.3,79087,0,1,0,1,0,0,0,0,414,378,357,1923,5,33,0,0,31,11,23,55,15226,0.29883078
42003562400,1,2733,1161,0,0,0,0,1,0,1,1,1,18.9,61875,0,1,0,1,0,0,0,1,919,674,481,946,1639,15,2,11,120,46,255,224,15226,0.29883078
42003191600,1,4295,1851,0,5,0.12,0,0,0,0,0,0,14.9,64728,0,1,0,1,0,0,0,0,1522,848,536,3374,575,69,0,3,274,299,225,205,15216,1.788201713
42003191800,1,5322,2402,0,1,0.02,0,0,0,0,0,1,10.1,59904,0,0,0,0,0,0,0,0,1753,1018,844,4941,205,48,0,7,121,87,302,351,15216,1.788201713
42003191900,1,2183,998,0,29,1.33,0,0,0,0,0,0,9.8,73214,0,0,0,0,0,0,0,0,506,438,291,1994,107,27,0,4,51,30,107,159,15216,1.788201713
42003192000,1,3679,1665,0,88,2.39,0,0,0,0,1,0,10.4,74857,0,1,0,1,0,0,0,1,1105,670,670,3080,388,56,1,5,149,145,314,163,15216,1.788201713
42003202300,1,4144,2021,0,163,3.93,0,0,0,0,0,0,9.5,82468,0,1,0,1,0,0,0,0,727,530,806,3651,169,211,0,2,111,56,108,97,15216,1.788201713
42003470501,1,3954,2078,0,13,0.33,0,0,0,0,0,0,7.6,83199,0,1,0,1,0,0,0,0,704,649,551,2207,82,1540,0,13,112,51,111,99,15216,1.788201713
42003472100,1,2524,1219,0,3,0.12,0,1,0,1,1,1,7.7,58900,0,1,0,1,0,0,0,1,714,420,297,2349,58,45,0,0,72,59,209,104,15216,1.788201713
42003472200,1,2227,1056,0,11,0.49,0,0,0,0,0,0,7.6,87500,0,1,0,1,0,0,0,0,458,381,267,2111,43,30,0,3,40,69,119,27,15216,1.788201713
42003472300,1,2014,970,0,6,0.3,0,0,0,0,0,0,8.7,75057,0,1,0,1,0,0,0,0,581,331,187,1881,56,29,0,2,46,66,137,63,15216,1.788201713
42003472400,1,1828,806,0,0,0,0,0,0,0,0,0,3.4,91111,0,1,0,1,0,0,0,0,188,330,257,1751,24,28,0,2,23,20,20,56,15216,1.788201713
42003473100,1,4734,2135,0,4,0.08,0,0,0,0,1,0,5.7,134097,0,1,0,1,0,0,0,1,629,1109,701,4465,59,117,4,3,86,106,183,169,15216,1.788201713
42003473300,1,5502,2269,0,166,3.02,0,0,0,0,1,0,5.9,126484,0,1,0,1,0,0,0,1,510,1308,1107,5257,50,100,0,5,90,65,335,129,15216,1.788201713
42003202200,1,2568,1085,0,0,0,0,1,0,1,1,1,32.1,52500,0,1,0,1,0,0,0,1,1338,578,353,1531,836,85,0,1,115,36,182,388,15204,0.303994898
42003281400,1,2352,992,0,0,0,0,1,0,1,1,1,42.3,30962,0,1,0,1,0,0,0,1,1473,684,324,1349,881,15,0,11,96,47,326,443,15204,0.303994898
42003562500,1,3032,1178,0,1,0.03,0,1,0,0,0,1,34.4,38986,0,1,0,1,0,0,0,0,1792,868,315,1360,1440,45,0,14,173,52,339,391,15204,0.303994898
42003563000,1,2848,1306,0,63,2.21,0,0,0,0,0,0,14.5,70125,0,1,0,1,0,0,0,0,640,417,475,1618,1085,25,0,8,112,66,76,177,15204,0.303994898
42003210700,1,2130,1036,0,4,0.19,0,1,0,1,1,1,18.4,58197,0,1,0,1,0,0,0,1,742,460,294,340,1707,13,1,9,60,29,370,319,15233,4.505387931
42003220600,1,1833,1060,0,121,6.6,0,0,0,0,1,0,14.3,126667,0,1,0,1,0,0,0,1,490,202,268,1018,730,17,0,3,65,55,316,191,15233,4.505387931
42003250700,1,761,312,0,36,4.73,0,0,0,0,0,1,45.3,24167,0,0,0,0,0,0,0,0,366,239,73,143,578,0,1,0,39,5,146,162,15233,4.505387931
42003488400,1,4453,2058,0,0,0,0,1,0,0,0,1,10.7,57583,0,1,0,1,0,0,0,0,1893,907,864,3942,390,18,0,6,97,42,65,231,15233,4.505387931
42003562700,1,1395,808,0,63,4.52,0,1,0,0,0,1,20.7,98250,0,1,0,1,0,0,0,0,690,200,210,735,537,63,1,5,54,40,311,111,15233,4.505387931
42003980600,1,11,4,0,4,36.36,0,0,0,0,0,0,0,,1,1,1,1,1,0,0,0,0,0,2,8,3,0,0,0,0,0,4,0,15233,4.505387931
42003980900,1,1797,0,1,1797,100,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,0,1,11,841,815,3,0,0,138,131,0,0,15233,4.505387931
42003220600,1,1833,1060,0,121,6.6,0,0,0,0,1,0,14.3,126667,0,1,0,1,0,0,0,1,490,202,268,1018,730,17,0,3,65,55,316,191,15146,0.630785691
42003509400,1,5349,2468,0,112,2.09,1,1,1,1,1,1,28.8,35446,1,1,1,1,1,0,0,1,2659,1140,1029,4194,927,34,0,18,176,71,457,770,15146,0.630785691
42003520001,1,3229,1578,0,0,0,0,0,0,0,0,0,5.2,79924,0,1,0,1,0,0,0,0,699,434,878,2682,387,106,1,6,47,38,81,84,15146,0.630785691
42003521100,1,4603,1789,0,12,0.26,0,0,0,0,0,0,7.9,85846,1,1,1,1,1,0,0,0,876,1016,826,3267,1018,164,2,6,146,72,9,114,15146,0.630785691
42003521200,1,4090,2053,0,4,0.1,1,1,1,0,0,1,7.7,60000,1,1,1,1,1,0,0,0,1244,718,727,3176,505,258,1,8,142,88,170,136,15146,0.630785691
42003521301,1,4226,2053,0,175,4.14,1,1,1,1,1,1,23.5,68368,1,1,1,1,1,0,0,1,1445,756,1111,3144,634,293,0,13,142,68,423,307,15146,0.630785691
42003521302,1,4378,2095,0,153,3.49,0,0,0,0,0,0,6.6,70064,1,1,1,1,1,0,0,0,1013,723,894,3329,526,370,5,4,144,78,166,217,15146,0.630785691
42003521401,1,2858,1224,0,165,5.77,0,0,0,0,0,0,4.6,76583,1,1,1,1,1,0,0,0,478,433,750,2539,165,113,1,1,39,37,20,28,15146,0.630785691
42003521402,1,3897,1507,0,0,0,0,0,0,0,0,0,4.8,111524,1,1,1,1,1,0,0,0,468,808,786,3239,276,305,1,5,71,45,64,32,15146,0.630785691
42003521500,1,4341,1893,0,11,0.25,0,0,0,0,1,0,5.8,80719,1,1,1,1,1,0,0,1,801,813,995,3883,201,166,1,7,83,37,153,84,15146,0.630785691
42003526101,1,6902,2784,0,58,0.84,0,0,0,0,1,0,4.4,115285,1,1,1,1,1,0,0,1,863,1620,1108,6556,210,54,0,5,77,60,127,125,15146,0.630785691
42003526202,1,5060,1996,0,14,0.28,0,0,0,0,0,0,7,75766,1,1,1,1,1,0,0,0,865,1231,761,4511,336,132,2,3,76,50,65,180,15146,0.630785691
42003526302,1,5249,2211,0,0,0,0,0,0,0,0,0,4.4,80658,0,1,0,1,0,0,0,0,691,1100,768,4820,236,88,0,4,101,55,51,72,15146,0.630785691
42003563200,1,2439,1458,0,44,1.8,0,1,0,1,1,1,27.3,96597,0,1,0,1,0,0,0,1,968,276,306,1592,657,40,1,9,140,97,574,298,15146,0.630785691
42003220600,1,1833,1060,0,121,6.6,0,0,0,0,1,0,14.3,126667,0,1,0,1,0,0,0,1,490,202,268,1018,730,17,0,3,65,55,316,191,15212,0.113364077
42003240600,1,2714,1349,0,3,0.11,0,0,0,0,1,0,16.8,79196,0,1,0,1,0,0,0,1,651,483,331,2204,331,108,1,3,67,50,265,183,15212,0.113364077
42003241200,1,884,412,0,0,0,0,0,0,0,1,0,18.6,62875,0,1,0,1,0,0,0,1,291,167,124,703,134,8,0,5,34,20,139,130,15212,0.113364077
42003250300,1,1090,527,0,2,0.18,0,1,0,1,1,1,27.4,66406,0,1,0,1,0,0,0,1,519,222,109,421,617,6,0,2,44,25,163,120,15212,0.113364077
