,CensusTract,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,zip,Shortage_PF
557,42003429100,1,2510,1130,0,99,3.94,0,0,0,0,0,0,6.9,101477.0,1,1,1,1,1,0,0,0,602.0,1883.0,602.0,107.0,325.0,107.0,1883.0,75.03,325.0,12.94,291.0,11.6,313.0,12.45,1723.0,68.64,93.0,3.69,37.0,1.47,2.0,0.07,2.0,0.08,27.0,1.09,20.0,0.78,62.0,5.49,30.0,2.69,602.0,23.99,107.0,4.27,93.0,3.71,146.0,5.82,548.0,21.85,41.0,1.64,1.0,0.02,1.0,0.05,2.0,0.07,9.0,0.37,7.0,0.29,18.0,1.61,9.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,431,423,2309,104,46,2,2,47,33,90,42,15237,159.9102564
558,42003429201,1,4310,1740,0,219,5.08,0,0,0,0,0,0,4.0,110144.0,0,1,0,1,0,0,0,0,417.0,2074.0,417.0,42.0,235.0,42.0,2074.0,48.12,235.0,5.46,423.0,9.82,340.0,7.89,1956.0,45.39,24.0,0.56,64.0,1.48,0.0,0.0,1.0,0.02,28.0,0.66,22.0,0.51,34.0,1.95,14.0,0.8,417.0,9.67,42.0,0.98,86.0,2.0,69.0,1.6,392.0,9.08,4.0,0.09,12.0,0.28,0.0,0.0,0.0,0.0,9.0,0.21,4.0,0.08,2.0,0.09,3.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,804,811,3925,104,213,0,2,66,55,141,31,15237,159.9102564
559,42003429202,1,4365,1887,0,0,0.0,0,0,0,0,0,0,3.3,101852.0,0,1,0,1,0,0,0,0,30.0,2995.0,30.0,1.0,389.0,1.0,2995.0,68.61,389.0,8.9,597.0,13.67,580.0,13.29,2887.0,66.14,18.0,0.41,54.0,1.24,3.0,0.06,2.0,0.05,31.0,0.7,18.0,0.42,28.0,1.49,15.0,0.79,30.0,0.68,1.0,0.01,6.0,0.13,7.0,0.16,30.0,0.68,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,899,801,4175,51,87,5,2,45,39,42,21,15237,159.9102564
560,42003429300,1,5644,2503,0,227,4.02,0,0,0,0,0,0,5.3,96385.0,0,1,0,1,0,0,0,0,213.0,3746.0,213.0,25.0,555.0,25.0,3746.0,66.37,555.0,9.83,660.0,11.69,786.0,13.93,3615.0,64.04,31.0,0.55,66.0,1.17,0.0,0.0,2.0,0.04,32.0,0.57,23.0,0.41,64.0,2.58,41.0,1.65,213.0,3.77,25.0,0.44,31.0,0.55,54.0,0.96,204.0,3.62,2.0,0.03,5.0,0.09,0.0,0.0,0.0,0.0,2.0,0.03,0.0,0.01,3.0,0.12,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,906,907,1502,5448,59,83,0,7,47,42,137,60,15237,159.9102564
561,42003429400,1,4265,1922,0,6,0.14,0,0,0,0,0,0,4.0,92222.0,0,1,0,1,0,0,0,0,,3005.0,,,485.0,,3005.0,70.46,485.0,11.36,537.0,12.58,556.0,13.05,2929.0,68.68,28.0,0.66,14.0,0.33,0.0,0.0,3.0,0.07,31.0,0.73,21.0,0.49,11.0,0.58,105.0,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,790,773,787,4155,35,21,0,4,50,45,15,142,15237,159.9102564
562,42003429500,1,4212,2351,0,3,0.07,0,0,0,0,0,0,6.1,87404.0,0,1,0,1,0,0,0,0,,765.0,,,210.0,,765.0,18.17,210.0,4.98,90.0,2.15,174.0,4.12,691.0,16.41,28.0,0.67,35.0,0.83,0.0,0.0,1.0,0.04,10.0,0.23,11.0,0.27,32.0,1.37,39.0,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1037,536,1108,3793,135,222,2,6,54,74,333,208,15237,159.9102564
563,42003430200,1,4667,2091,0,8,0.17,0,0,0,0,0,0,5.2,79459.0,0,0,0,0,0,0,0,0,,476.0,,,31.0,,476.0,10.2,31.0,0.67,111.0,2.37,67.0,1.43,457.0,9.8,3.0,0.06,3.0,0.05,1.0,0.02,0.0,0.0,13.0,0.27,5.0,0.11,4.0,0.21,29.0,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1129,993,724,4481,60,27,2,1,96,38,136,307,15237,159.9102564
564,42003435000,1,2449,1123,0,72,2.94,0,0,0,0,0,0,4.9,79000.0,1,1,1,1,1,0,0,0,2449.0,2449.0,2449.0,520.0,520.0,520.0,2449.0,100.0,520.0,21.23,508.0,20.74,319.0,13.03,2248.0,91.79,108.0,4.41,41.0,1.67,0.0,0.0,0.0,0.0,52.0,2.12,25.0,1.02,56.0,5.02,66.0,5.86,2449.0,100.0,520.0,21.23,508.0,20.74,319.0,13.03,2248.0,91.79,108.0,4.41,41.0,1.67,0.0,0.0,0.0,0.0,52.0,2.12,25.0,1.02,56.0,5.02,66.0,5.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517,508,319,2248,108,41,0,0,52,25,63,73,15237,159.9102564
565,42003437000,1,4757,1823,0,104,2.19,0,0,0,0,0,0,4.9,125441.0,1,1,1,1,1,0,0,0,3173.0,4122.0,3173.0,522.0,567.0,522.0,4122.0,86.66,567.0,11.91,1054.0,22.15,387.0,8.13,3871.0,81.37,73.0,1.53,127.0,2.66,0.0,0.0,0.0,0.0,52.0,1.09,68.0,1.43,12.0,0.68,33.0,1.81,3173.0,66.7,522.0,10.97,776.0,16.31,339.0,7.13,3008.0,63.24,36.0,0.76,98.0,2.05,0.0,0.0,0.0,0.0,31.0,0.64,47.0,0.98,12.0,0.68,25.0,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,1190,426,4461,87,149,0,0,60,81,15,50,15237,159.9102564
566,42003473100,1,4734,2135,0,4,0.08,0,0,0,0,1,0,5.7,134097.0,0,1,0,1,0,0,0,1,,3626.0,,,574.0,,3626.0,76.59,574.0,12.12,824.0,17.41,528.0,11.15,3424.0,72.32,50.0,1.06,89.0,1.88,4.0,0.08,2.0,0.05,57.0,1.2,83.0,1.76,175.0,8.2,134.0,6.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629,1109,701,4465,59,117,4,3,86,106,183,169,15237,159.9102564
567,42003563800,0,3806,1825,0,138,3.63,0,0,0,0,1,0,4.1,110272.0,0,0,0,0,0,0,0,1,,,,,,,3695.0,97.07,427.0,11.21,612.0,16.09,1362.0,35.8,3573.0,93.87,43.0,1.13,33.0,0.86,0.0,0.0,2.0,0.05,44.0,1.16,27.0,0.7,232.0,12.73,26.0,1.45,2306.0,60.59,329.0,8.66,277.0,7.29,1051.0,27.63,2240.0,58.84,23.0,0.6,20.0,0.52,0.0,0.0,2.0,0.05,22.0,0.57,17.0,0.44,195.0,10.71,18.0,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397,642,1383,3684,43,33,0,2,44,27,208,25,15237,159.9102564
570,42003414200,1,5965,2276,0,8,0.13,0,0,0,0,0,0,5.6,98750.0,1,1,1,1,1,0,0,0,2780.0,4940.0,2780.0,254.0,543.0,254.0,4940.0,82.81,543.0,9.11,1238.0,20.75,813.0,13.63,4794.0,80.37,16.0,0.27,91.0,1.52,0.0,0.0,2.0,0.03,36.0,0.61,36.0,0.6,58.0,2.54,121.0,5.31,2780.0,46.6,254.0,4.26,733.0,12.29,426.0,7.14,2683.0,44.97,9.0,0.15,60.0,1.01,0.0,0.0,2.0,0.03,26.0,0.44,21.0,0.35,30.0,1.31,66.0,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,692,1456,1017,5792,22,97,0,3,51,42,66,147,15116,1.657562408
571,42003415001,0,4708,1708,0,131,2.78,0,0,0,0,0,0,4.2,116776.0,0,0,0,0,0,0,0,0,,,,,,,4708.0,100.0,473.0,10.04,1204.0,25.57,699.0,14.85,4264.0,90.57,71.0,1.51,288.0,6.12,0.0,0.0,7.0,0.15,78.0,1.66,86.0,1.83,42.0,2.44,112.0,6.54,4648.0,98.73,465.0,9.87,1195.0,25.38,685.0,14.55,4207.0,89.37,71.0,1.5,288.0,6.11,0.0,0.0,7.0,0.15,75.0,1.6,85.0,1.8,41.0,2.4,110.0,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,1204,699,4264,71,288,0,7,78,86,40,107,15116,1.657562408
572,42003415002,1,2545,958,0,102,4.01,0,0,0,0,0,0,5.1,112431.0,1,1,1,1,1,0,0,0,2545.0,2545.0,2545.0,204.0,204.0,204.0,2545.0,100.0,204.0,8.01,575.0,22.59,464.0,18.23,2377.0,93.4,28.0,1.1,117.0,4.6,0.0,0.0,2.0,0.08,21.0,0.83,33.0,1.3,17.0,1.8,45.0,4.71,2545.0,100.0,204.0,8.01,575.0,22.59,464.0,18.23,2377.0,93.4,28.0,1.1,117.0,4.6,0.0,0.0,2.0,0.08,21.0,0.83,33.0,1.3,17.0,1.8,45.0,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,575,464,2377,28,117,0,2,21,33,17,47,15116,1.657562408
573,42003421200,1,4304,1695,0,0,0.0,0,0,0,0,0,0,5.9,112955.0,1,1,1,1,1,0,0,0,3402.0,4278.0,3402.0,501.0,582.0,501.0,4278.0,99.39,582.0,13.52,981.0,22.79,731.0,16.98,4013.0,93.25,36.0,0.84,183.0,4.25,0.0,0.0,2.0,0.05,43.0,1.0,72.0,1.67,65.0,3.84,84.0,4.98,3402.0,79.04,501.0,11.63,790.0,18.35,583.0,13.54,3167.0,73.59,33.0,0.78,159.0,3.69,0.0,0.0,1.0,0.03,41.0,0.96,61.0,1.43,59.0,3.5,66.0,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,985,734,4039,37,183,0,2,43,72,69,87,15116,1.657562408
574,42003426300,1,6037,2438,0,7,0.12,0,0,0,0,0,0,2.0,94803.0,1,1,1,1,1,0,0,0,891.0,4275.0,891.0,127.0,549.0,127.0,4275.0,70.82,549.0,9.1,897.0,14.86,871.0,14.42,4190.0,69.4,29.0,0.48,17.0,0.28,2.0,0.03,1.0,0.02,37.0,0.61,21.0,0.35,53.0,2.18,35.0,1.44,891.0,14.76,127.0,2.1,192.0,3.17,181.0,3.0,872.0,14.45,9.0,0.15,2.0,0.03,1.0,0.02,1.0,0.02,6.0,0.1,2.0,0.03,11.0,0.43,7.0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,1213,1290,5921,39,24,2,2,49,37,69,53,15116,1.657562408
575,42003426400,1,4581,2033,0,10,0.22,0,0,0,0,0,0,6.2,88333.0,0,1,0,1,0,0,0,0,0.0,3077.0,0.0,0.0,421.0,0.0,3077.0,67.18,421.0,9.19,587.0,12.82,619.0,13.51,3010.0,65.7,14.0,0.31,14.0,0.3,0.0,0.0,2.0,0.04,38.0,0.83,25.0,0.54,45.0,2.19,87.0,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604,880,888,4488,18,21,0,2,52,30,50,126,15116,1.657562408
576,42003426700,1,2361,1141,0,4,0.17,0,0,0,0,0,0,4.5,79306.0,0,1,0,1,0,0,0,0,156.0,1655.0,156.0,27.0,294.0,27.0,1655.0,70.1,294.0,12.44,254.0,10.75,293.0,12.4,1579.0,66.87,17.0,0.74,40.0,1.71,0.0,0.0,0.0,0.0,19.0,0.78,10.0,0.44,17.0,1.46,39.0,3.38,156.0,6.61,27.0,1.14,27.0,1.14,24.0,1.02,147.0,6.22,2.0,0.07,5.0,0.21,0.0,0.0,0.0,0.0,3.0,0.11,1.0,0.03,0.0,0.01,3.0,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,345,446,2239,24,69,0,0,29,17,22,58,15116,1.657562408
577,42003426800,1,5369,2060,0,0,0.0,0,0,0,0,0,0,2.9,109309.0,1,1,1,1,1,0,0,0,1738.0,4577.0,1738.0,113.0,313.0,113.0,4577.0,85.24,313.0,5.83,983.0,18.3,934.0,17.4,4469.0,83.24,27.0,0.51,40.0,0.75,2.0,0.04,4.0,0.07,34.0,0.63,51.0,0.95,39.0,1.89,0.0,0.0,1738.0,32.37,113.0,2.1,340.0,6.33,385.0,7.17,1699.0,31.65,6.0,0.11,17.0,0.31,0.0,0.0,1.0,0.01,16.0,0.3,10.0,0.19,14.0,0.7,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382,1169,1083,5222,47,52,3,5,40,59,47,0,15116,1.657562408
578,42003427100,1,5510,2189,0,6,0.11,0,0,0,0,0,0,4.8,111806.0,1,1,1,1,1,0,0,0,2054.0,5057.0,2054.0,167.0,499.0,167.0,5057.0,91.77,499.0,9.06,1048.0,19.03,804.0,14.59,4919.0,89.28,27.0,0.48,57.0,1.03,0.0,0.0,2.0,0.04,52.0,0.95,47.0,0.85,66.0,2.99,17.0,0.8,2054.0,37.27,167.0,3.04,428.0,7.76,346.0,6.28,2003.0,36.35,11.0,0.21,19.0,0.35,0.0,0.0,1.0,0.02,19.0,0.35,18.0,0.33,34.0,1.55,7.0,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584,1141,870,5366,29,57,0,2,56,48,62,20,15116,1.657562408
579,42003429201,1,4310,1740,0,219,5.08,0,0,0,0,0,0,4.0,110144.0,0,1,0,1,0,0,0,0,417.0,2074.0,417.0,42.0,235.0,42.0,2074.0,48.12,235.0,5.46,423.0,9.82,340.0,7.89,1956.0,45.39,24.0,0.56,64.0,1.48,0.0,0.0,1.0,0.02,28.0,0.66,22.0,0.51,34.0,1.95,14.0,0.8,417.0,9.67,42.0,0.98,86.0,2.0,69.0,1.6,392.0,9.08,4.0,0.09,12.0,0.28,0.0,0.0,0.0,0.0,9.0,0.21,4.0,0.08,2.0,0.09,3.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,804,811,3925,104,213,0,2,66,55,141,31,15116,1.657562408
580,42003429202,1,4365,1887,0,0,0.0,0,0,0,0,0,0,3.3,101852.0,0,1,0,1,0,0,0,0,30.0,2995.0,30.0,1.0,389.0,1.0,2995.0,68.61,389.0,8.9,597.0,13.67,580.0,13.29,2887.0,66.14,18.0,0.41,54.0,1.24,3.0,0.06,2.0,0.05,31.0,0.7,18.0,0.42,28.0,1.49,15.0,0.79,30.0,0.68,1.0,0.01,6.0,0.13,7.0,0.16,30.0,0.68,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,899,801,4175,51,87,5,2,45,39,42,21,15116,1.657562408
581,42003415001,0,4708,1708,0,131,2.78,0,0,0,0,0,0,4.2,116776.0,0,0,0,0,0,0,0,0,,,,,,,4708.0,100.0,473.0,10.04,1204.0,25.57,699.0,14.85,4264.0,90.57,71.0,1.51,288.0,6.12,0.0,0.0,7.0,0.15,78.0,1.66,86.0,1.83,42.0,2.44,112.0,6.54,4648.0,98.73,465.0,9.87,1195.0,25.38,685.0,14.55,4207.0,89.37,71.0,1.5,288.0,6.11,0.0,0.0,7.0,0.15,75.0,1.6,85.0,1.8,41.0,2.4,110.0,6.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453,1204,699,4264,71,288,0,7,78,86,40,107,15238,0.430384543
582,42003415002,1,2545,958,0,102,4.01,0,0,0,0,0,0,5.1,112431.0,1,1,1,1,1,0,0,0,2545.0,2545.0,2545.0,204.0,204.0,204.0,2545.0,100.0,204.0,8.01,575.0,22.59,464.0,18.23,2377.0,93.4,28.0,1.1,117.0,4.6,0.0,0.0,2.0,0.08,21.0,0.83,33.0,1.3,17.0,1.8,45.0,4.71,2545.0,100.0,204.0,8.01,575.0,22.59,464.0,18.23,2377.0,93.4,28.0,1.1,117.0,4.6,0.0,0.0,2.0,0.08,21.0,0.83,33.0,1.3,17.0,1.8,45.0,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,575,464,2377,28,117,0,2,21,33,17,47,15238,0.430384543
583,42003419000,1,2921,1391,0,234,8.01,0,0,0,0,1,0,9.4,86734.0,1,1,1,1,1,0,0,1,1578.0,2658.0,1578.0,327.0,551.0,327.0,2658.0,90.99,551.0,18.87,341.0,11.68,875.0,29.97,2596.0,88.88,17.0,0.57,21.0,0.72,0.0,0.0,0.0,0.0,24.0,0.83,31.0,1.05,110.0,7.89,76.0,5.43,1578.0,54.02,327.0,11.18,238.0,8.15,409.0,14.01,1549.0,53.03,6.0,0.2,7.0,0.25,0.0,0.0,0.0,0.0,16.0,0.54,15.0,0.51,79.0,5.71,48.0,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572,376,946,2854,18,21,1,1,26,32,125,87,15238,0.430384543
584,42003420000,1,1432,830,0,0,0.0,1,1,1,1,1,1,14.4,44118.0,1,1,1,1,1,0,0,1,593.0,1432.0,593.0,290.0,700.0,290.0,1432.0,100.0,700.0,48.86,203.0,14.18,308.0,21.51,1330.0,92.88,27.0,1.89,57.0,3.98,0.0,0.0,2.0,0.14,16.0,1.12,12.0,0.84,131.0,15.76,156.0,18.77,593.0,41.44,290.0,20.25,74.0,5.17,171.0,11.97,556.0,38.85,14.0,0.98,18.0,1.25,0.0,0.0,0.0,0.0,5.0,0.36,2.0,0.16,59.0,7.1,70.0,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750,203,308,1330,27,57,0,2,16,12,131,156,15238,0.430384543
585,42003421100,1,4103,1733,0,5,0.12,0,0,0,0,1,0,4.6,115978.0,1,1,1,1,1,0,0,1,2018.0,3684.0,2018.0,308.0,699.0,308.0,3684.0,89.78,699.0,17.03,853.0,20.79,819.0,19.97,3418.0,83.29,13.0,0.32,202.0,4.91,0.0,0.0,4.0,0.1,47.0,1.16,51.0,1.24,103.0,5.96,50.0,2.88,2018.0,49.2,308.0,7.52,530.0,12.91,329.0,8.02,1862.0,45.38,6.0,0.15,121.0,2.94,0.0,0.0,1.0,0.03,28.0,0.69,32.0,0.78,41.0,2.39,24.0,1.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809,913,990,3791,16,235,0,4,57,53,146,64,15238,0.430384543
586,42003421200,1,4304,1695,0,0,0.0,0,0,0,0,0,0,5.9,112955.0,1,1,1,1,1,0,0,0,3402.0,4278.0,3402.0,501.0,582.0,501.0,4278.0,99.39,582.0,13.52,981.0,22.79,731.0,16.98,4013.0,93.25,36.0,0.84,183.0,4.25,0.0,0.0,2.0,0.05,43.0,1.0,72.0,1.67,65.0,3.84,84.0,4.98,3402.0,79.04,501.0,11.63,790.0,18.35,583.0,13.54,3167.0,73.59,33.0,0.78,159.0,3.69,0.0,0.0,1.0,0.03,41.0,0.96,61.0,1.43,59.0,3.5,66.0,3.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,985,734,4039,37,183,0,2,43,72,69,87,15238,0.430384543
587,42003422000,1,5388,2063,0,0,0.0,0,0,0,0,0,0,0.6,179390.0,1,1,1,1,1,0,0,0,4330.0,5221.0,4330.0,194.0,276.0,194.0,5221.0,96.89,276.0,5.11,1466.0,27.21,867.0,16.1,4790.0,88.9,43.0,0.8,304.0,5.64,3.0,0.06,6.0,0.11,75.0,1.39,72.0,1.33,23.0,1.13,24.0,1.18,4330.0,80.36,194.0,3.6,1237.0,22.96,706.0,13.11,3931.0,72.95,37.0,0.7,282.0,5.22,3.0,0.06,6.0,0.11,71.0,1.32,53.0,0.99,23.0,1.11,19.0,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,1481,941,4950,46,307,3,6,76,75,23,23,15238,0.430384543
588,42003423000,1,2801,1376,0,0,0.0,0,0,0,0,0,0,4.3,117784.0,0,1,0,1,0,0,0,0,33.0,852.0,33.0,7.0,178.0,7.0,852.0,30.43,178.0,6.36,172.0,6.13,107.0,3.82,716.0,25.57,12.0,0.45,106.0,3.78,0.0,0.0,0.0,0.0,18.0,0.63,21.0,0.76,12.0,0.91,7.0,0.54,33.0,1.16,7.0,0.24,7.0,0.23,3.0,0.12,27.0,0.95,0.0,0.01,4.0,0.16,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.03,0.0,0.03,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,468,582,402,2568,40,151,0,1,41,52,65,22,15238,0.430384543
589,42003429100,1,2510,1130,0,99,3.94,0,0,0,0,0,0,6.9,101477.0,1,1,1,1,1,0,0,0,602.0,1883.0,602.0,107.0,325.0,107.0,1883.0,75.03,325.0,12.94,291.0,11.6,313.0,12.45,1723.0,68.64,93.0,3.69,37.0,1.47,2.0,0.07,2.0,0.08,27.0,1.09,20.0,0.78,62.0,5.49,30.0,2.69,602.0,23.99,107.0,4.27,93.0,3.71,146.0,5.82,548.0,21.85,41.0,1.64,1.0,0.02,1.0,0.05,2.0,0.07,9.0,0.37,7.0,0.29,18.0,1.61,9.0,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,431,423,2309,104,46,2,2,47,33,90,42,15238,0.430384543
590,42003980000,1,540,304,0,0,0.0,0,0,0,0,0,0,0.0,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,80,62,432,21,81,0,1,5,7,0,0,15238,0.430384543
594,42003416000,1,1636,795,0,0,0.0,0,1,0,0,0,1,9.5,56118.0,0,1,0,1,0,0,0,0,453.0,1563.0,453.0,91.0,442.0,91.0,1563.0,95.53,442.0,27.02,219.0,13.36,365.0,22.28,1556.0,95.11,3.0,0.18,1.0,0.06,0.0,0.0,2.0,0.12,1.0,0.06,10.0,0.6,45.0,5.71,84.0,10.61,453.0,27.7,91.0,5.55,71.0,4.34,84.0,5.11,451.0,27.59,0.0,0.03,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.02,2.0,0.14,16.0,1.95,23.0,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445,227,380,1629,3,1,0,2,1,10,49,93,15144,0.431833445
595,42003417100,1,2145,973,0,0,0.0,0,0,0,0,0,0,9.1,66250.0,1,1,1,1,1,0,0,0,2145.0,2145.0,2145.0,447.0,447.0,447.0,2145.0,100.0,447.0,20.86,365.0,17.02,411.0,19.16,2122.0,98.93,4.0,0.19,3.0,0.14,0.0,0.0,2.0,0.09,14.0,0.65,9.0,0.42,35.0,3.58,109.0,11.21,2145.0,100.0,447.0,20.86,365.0,17.02,411.0,19.16,2122.0,98.93,4.0,0.19,3.0,0.14,0.0,0.0,2.0,0.09,14.0,0.65,9.0,0.42,35.0,3.58,109.0,11.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,365,411,2122,4,3,0,2,14,9,33,104,15144,0.431833445
596,42003417200,1,1260,633,0,0,0.0,0,0,0,0,1,0,14.8,65764.0,1,1,1,1,1,0,0,1,1260.0,1260.0,1260.0,407.0,407.0,407.0,1260.0,100.0,407.0,32.33,221.0,17.54,211.0,16.75,1222.0,96.98,15.0,1.19,1.0,0.08,0.0,0.0,1.0,0.08,21.0,1.67,10.0,0.79,110.0,17.33,130.0,20.52,1260.0,100.0,407.0,32.33,221.0,17.54,211.0,16.75,1222.0,96.98,15.0,1.19,1.0,0.08,0.0,0.0,1.0,0.08,21.0,1.67,10.0,0.79,110.0,17.33,130.0,20.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417,221,211,1222,15,1,0,1,21,10,114,135,15144,0.431833445
