Zip,ProductQuantity
15224,115
15239,6
15239,6
15239,6
15239,6
15239,139
15222,35
15221,1
15221,1
15221,75
15213,5
15213,5
15213,2
15213,2
15213,5
15213,10
15205,1
15205,1
15108,1
15108,1
15108,60
15034,2
15034,2
16117,1
16117,2
15552,325
15037,2
15037,2
15236,92
15024,2
15024,2
15024,2
15024,2
15024,4
15024,4
15024,3
15024,8
15132,2
15132,12
15557,2
15557,2
15557,2
15557,3
15557,3
15557,5
15557,5
15557,5
15557,6
15557,10
15218,6
15024,165
15221,2
15147,1781
15132,1
15132,1
15132,1
15132,139
15208,4
15208,4
15221,183
15132,294
15206,5
15206,12
15206,12
15206,3
15206,7
15206,5
15206,3
15206,8
15206,4
15206,1
15206,5
15206,2
15206,2
15206,17
15206,4
15206,8
15206,22
15206,15
15206,21
15206,21
15206,4
15206,2
15206,7
15206,3
15206,12
15206,2
15206,10
15206,8
15206,8
15206,6
15206,4
15206,9
15206,4
15206,4
15206,7
15206,4
15206,7
15206,3
15206,1
15206,1
15206,26
15206,4
15206,8
15206,19
15206,2
15206,2
15206,4
15206,8
15206,4
15206,6
15206,2
15206,1
15206,12
15206,5
15206,2
15206,24
15207,66
15206,29
15206,12
15206,2
15206,14
15206,16
15206,2
15206,3
15206,31
15206,24
15206,5
15206,12
15206,9
15206,2
15206,8
15206,10
15206,10
15206,5
15206,3
15206,4
15206,12
15206,4
15206,5
15206,2
15206,5
15206,24
15206,1
15206,19
15206,3
15206,2
15206,18
15206,7
15206,2
15206,2
15206,27
15206,7
16101,1
16101,1
16101,3
15226,1
15226,6
15226,12
15202,2
15202,4
15202,4
15202,4
15202,4
15202,4
15202,4
15202,4
15202,4
15202,4
15202,4
15963,92
15963,100
15218,1
15218,3
15218,2
15226,1
15208,10
15037,73
15146,3
15146,3
15146,5
15146,5
15203,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,2
15146,2
15219,307
15203,1
15110,40
15210,2
15210,2
15207,13
15217,1
15217,1
15217,1
15217,1
15217,4
15213,10
15131,523
15061,1
16001,5
16001,5
16001,5
16001,5
16101,5
15212,9
15061,10
16001,10
16001,10
16001,10
15219,10
16001,10
15212,11
16101,15
16001,15
15212,15
16101,16
15208,16
16101,18
16101,20
16101,20
15024,20
16001,21
15212,22
16101,23
16101,24
16101,25
15236,20
15212,26
15061,27
15238,4
16101,30
15236,30
15202-1730,31
15238,4
16101,33
15212,33
16001,35
16001,35
15061,35
15147,35
15212,35
15208,38
15236,40
15223,15
15219,60
15219,60
15219,60
15212,63
16001,65
15045,33
16001,78
15045,31
15219,40
15219,80
15045,20
16101,110
15223,4
16001,135
16001,135
16001,135
16001,150
16001,150
16059,40
15219,172
15212,225
15212,225
15219,20
15147,150
15219,20
15223,16
15210,1
15210,1
15210,1
15210,1
15210,3
15210,124
15219,80
15212,345
15239,95
15212,405
15212,495
15061,20
15147,100
15061,10
15061,60
15061,75
15061,10
15045,17
15219,1
15219,1
15145,6
15145,4
15145,6
15137,37
15224,69
15068,81
15068,6
15068,6
15068,6
16117,5
16117,13
16117,13
16117,14
16117,14
16117,15
16117,14
16117,14
16117,15
16117,770
15001,762
15110,209
15106,1
15106,3
15106,8
15106,6
15106,12
15222,1
15222,150
15140,1
15140,384
15222,1
15222,1
15222,2
15222,6
15220,48
15228,72
15212,169
15212,12
15221,107
15224,874
15214,2
15214,2
15214,92
15227,1
15227,8
15227,6
16033,5
16033,5
16033,5
15207,2
15207,2
15207,89
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,42
15221,1
15221,1
15221,144
15213,6
15206,4
15120,20
15207,66
15238,1
15238,1
15238,1
15238,1
15238,1
15238,1
15238,1
15238,1
15238,1
15238,2
15238,223
15120,2
15120,2
15120,3
15120,2
15120,25
15120,846
15212,20
15212,30
15207,20
15136,2
15136,3
15136,12
15108,126
15219,1
15065,10
15065,10
15218,2
15024,2
15024,231
15221,10
15206,2
15206,3
15206,6
15229,2
15229,2
15229,2
15229,5
15132,219
15221,86
15208,303
15133,4
15133,273
15206,10
15219,83
15120,8
15120,5
15120,2
15120,4
15219,38
15226,1
15226,1
15222,3
15222,3
15222,3
15222,4
15140,116
15045,26
15045,11
15045,10
15210,2
15210,7
15133,251
15203,3
15203,1
15203,2
15228,215
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,20
15146,1
15146,1
15146,2
16229,4
16229,4
16229,4
16229,4
16229,8
16229,8
15203,2
15203,3
15210,2
15210,2
15206,2
15206,3
15206,2
15206,51
15206,36
15206,3
15206,43
15206,3
15206,2
15206,4
15206,5
15206,2
15206,18
15206,8
15206,2
15206,7
15206,4
15206,8
15206,2
15206,1
15206,12
15206,2
15206,1
15206,20
15206,5
15110,216
15206,14
15206,2
15206,14
15206,3
15206,10
15206,12
15206,6
15206,3
15206,7
15206,11
15206,19
15206,1
15206,5
15206,2
15206,7
15206,1
15206,2
15206,7
15206,6
15206,1
15206,5
15206,3
15206,19
15206,27
15206,7
15206,19
15206,3
15206,6
15206,7
15206,2
15206,8
15206,1
15206,12
15206,1
15206,3
15206,5
15206,17
15206,33
15206,12
15206,20
15206,3
15206,7
15206,7
15206,18
15206,71
15206,7
15206,6
15206,2
15206,2
15206,2
15206,7
15206,4
15206,13
15206,7
15206,3
15206,7
15206,9
15206,31
15206,2
15206,5
15206,17
15206,2
15206,5
15206,3
15206,12
15206,23
15206,12
15206,3
15206,7
15206,14
15206,18
15206,8
15206,10
15206,3
15206,3
15206,3
15206,7
15206,27
15206,2
15206,3
15206,3
15212,7
15531,9
15212,10
15531,10
15236,8
15224,12
15213,12
15213,13
15236,14
15531,15
15212,17
15212,18
15236,23
15147,10
15531,28
15212,34
15219,40
15219,60
15212,69
15219,20
15024,85
15701,54
15701,9
15701,32
15530,67
15701,40
15219,20
15701,69
15701,35
15701,24
15212,360
15061,35
15061,70
15905,52
15061,70
15061,30
15210,1
15210,203
16059,80
15116,1
15116,1
15116,2
15116,4
15212,1237
15228,3
15228,3
15228,3
15228,3
15228,3
15228,4
15228,4
15236,176
15236,10
15101,1
15101,2
15101,2
15101,15
15131,1
16117,3
15132,1
15132,1
15132,1
15132,2
15088,2
15088,4
15035,5
15035,119
15235,77
15236,2
15236,5
15236,6
15236,4
15108,1
15108,1
15108,353
15213,4
15221,4
15221,3
15221,3
15221,3
15221,6
15221,5
15132,4
15206,2
15206,5
15206,5
15206,4
15206,3
15206,2
15206,3
15206,25
15206,3
15206,1
15905,153
15102,150
15102,79
15102,87
15120,455
15212,315
15212,240
15212,225
15475,200
15530,49
15475,127
15102,24
15223,16
15219,60
15219,40
15120,40
15212,30
15084,3
15084,3
15084,3
15084,3
15084,3
15084,3
15084,3
15084,1
15102,3
15102,2
15102,1
15003,10
15003,10
15003,42
15212,375
15110,718
15212,3
15212,3
15212,6
15212,3
15208,1
15208,318
15208,12
15224,2
15224,7
15224,4
15224,2
15224,6
15224,7
15101,20
15101,15
15101,8
15101,20
15101,10
15101,13
15101,20
15212,10
15224,12
15212,14
15202-1730,16
15202-1730,19
15202-1730,20
15531,22
15061,25
15219,60
15219,73
15219,20
15219,106
15701,18
15531,41
15212,150
15212,150
15144,47
15219,20
15219,186
15417,215
15212,220
15701,40
15212,285
15101,25
16059,5
15101,25
15101,25
16059,5
15061,20
15101,30
15061,45
15101,80
15101,25
15061,20
15212,1013
16059,5
15061,10
15206,1
15206,1
15206,1
15206,1
15206,1
15206,1
15206,1
15206,1
15206,2
15206,2
15206,349
15222,2
15222,7
15106,96
15202,4
15202,4
15202,2
15202,2
15202,2
15202,8
15202,8
15202,8
15202,2
15202,2
15202,2
15202,2
15202,2
15202,2
16059,20
16059,320
15213,261
16059,50
15220,5
15220,10
15136,10
15136,15
15136,15
15136,20
15136,30
15224,100
15210,488
15206,3
15206,2
15206,2
15207,45
15206,4
15102,2
15102,2
15102,3
15102,6
15102,9
15102,8
15140,1
15132,137
15108,4
15108,10
15108,451
15222,123
15221,1
15221,1
15221,1
15221,1
15221,28
15221,1
15221,1
15239,6
15239,23
15239,6
15239,6
15239,6
15239,6
15239,6
15239,6
15239,10
15239,10
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15205,6
15205,2
15205,5
15205,5
15205,3
15205,3
15205,5
15205,5
15205,6
15205,6
15212,3
15212,30
15146,3
15146,1
15146,2
15146,1
15146,2
15146,2
15146,2
15146,2
15701,13
15701,13
15120,44
15120,6
15120,7
15120,7
15120,17
15120,4
15221,106
15235,20
15235,21
15235,15
15235,25
15235,395
15235,25
15126,1
15126,1
15126,2
15126,2
15126,3
15126,3
15126,4
15126,5
15701,1
15701,1
15701,1
15701,1
15701,2
15701,2
15701,2
15701,2
15701,3
15110,10
15110,6
15110,20
15110,20
15110,20
15110,20
15108,1
15108,24
15223,1
15223,2
15223,2
15223,3
15223,3
15223,3
15223,2
15223,3
15223,2
15223,2
15223,5
15223,6
15037,10
15037,5
15037,5
15037,10
15037,51
15065,10
15065,20
15116,2
15116,2
15116,4
15116,212
15236,20
16001,3
16001,3
16001,3
15206,8
15221,3
15221,379
15024,2
15024,85
15146,158
15218,10
15218,764
15147,20
15147,10
15147,392
15221,73
15221,5
15221,20
15025,1
15025,1
15025,4
15216,16
15216,1
15216,2
15216,4
15132,155
15206,4
15206,20
15137,2
15137,1
15137,2
15137,2
15137,116
15221,188
16201,82
16201,82
16201,41
16201,41
15208,5
15208,4
15208,5
16001,40
16001,40
16001,50
15122,5
15122,1
15122,1
15122,4
15132,92
15147,1
15904,196
16101,1
16101,1
15212,1
15212,1
15212,3
15212,3
15212,3
15212,3
15212,12
15212,11
15219,3
15219,1
15219,56
15219,4
15219,5
15219,6
15219,6
15104,5
15104,8
15037,92
15133,1
15133,92
15025,53
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,25
15146,2
15146,2
15203,2
15203,2
15203,2
15203,2
15203,2
15210,1
15210,1
15210,3
15148,4
15208,3
15208,3
15208,4
16105,1
16105,1
16105,2
16105,1
15210,1
15210,1
15210,1
15210,211
15222,2
15222,3
15222,3
15222,4
15222,5
15222,5
16101,10
16101,10
16101,598
15131,3
15131,5
15131,1
15131,3
15131,6
15131,3
15131,6
15131,6
15501,528
15501,91
15501,90
16143,4
16141,6
16101,7
16101,9
16101,6
16101,6
16132,8
16102,2
16120,2
15122,9
15014,2
15014,2
15014,4
15014,5
15014,3
15014,4
15014,4
15014,4
15014,3
15014,6
15014,5
15014,5
15045,29
15045,15
15045,7
15701,1
15701,2
15212,4
15108,6
15236,8
15108,10
16101,13
15212,15
15219,10
16101,15
15236,15
16101,15
16101,17
15236,18
16101,20
15140,20
15212,20
16101,20
16101,23
15090,15
16101,25
16101,28
15144,10
15090,20
16101,30
15219,30
15219,30
16101,33
16101,37
16001,40
15090,20
15090,20
16101,48
15090,35
16101,50
15212,50
15905,5
16101,60
15108,60
15090,45
15212,63
15219,70
15219,70
15090,50
15219,80
15090,45
15108,132
15208,143
15219,150
15701,100
15108,188
15475,100
15905,62
15701,100
15108,240
15219,40
15108,324
15108,337
16101,160
15102,102
15905,77
16059,30
15108,944
15905,89
16115,10
16115,10
16115,10
16115,10
16115,6
16115,20
16115,20
15133,1
15219,2
15219,4
15145,18
15145,4
15207,1
15207,1
15207,2
15207,2
15132,1
15132,1
15132,1
15132,1
15132,1
15102,3
15102,88
15204,4
15204,3
15204,6
15206,8
15206,2
15206,12
15206,2
15206,4
15206,11
15206,1
15206,11
15206,10
15206,1
15206,2
15206,24
15206,3
15206,15
15206,2
15206,8
15206,18
15206,21
15206,2
15206,9
15206,4
15206,8
15206,12
15206,5
15206,7
15206,5
15206,8
15206,6
15206,12
15206,4
15206,7
15206,1
15206,9
15206,2
15206,7
15206,8
15206,32
15206,2
15206,2
15206,17
15206,4
15206,3
15206,12
15206,3
15206,3
15206,2
15206,3
15206,3
15206,26
15206,8
15206,8
15206,6
15206,2
15206,7
15206,25
15206,5
15206,4
15206,2
15206,1
15206,26
15206,19
15206,7
15206,3
15206,3
15206,4
15206,2
15206,3
15206,2
15206,3
15206,4
15206,5
15206,37
15206,7
15206,4
15206,4
15206,8
15206,8
15206,1
15206,4
15206,18
15206,2
15206,4
15206,2
15206,9
15206,12
15206,5
15206,8
15206,18
15206,3
15206,3
15206,7
15206,3
15206,13
15206,17
15235,3
15235,3
15235,6
15235,3
15235,3
15235,6
15235,6
15235,240
15144,4
15144,15
15144,13
15224,3
15224,6
15236,2
15236,2
15236,2
15236,4
15207,38
16201,8
15101,5
15101,5
15101,5
15101,10
15101,10
15101,15
15126,1
15126,262
15221,1
15219,236
15701,10
15701,13
15701,22
15701,32
15701,8
15701,15
15701,28
15701,10
15701,13
15701,22
15701,41
15701,7
15701,18
15701,20
15219,101
15701,5
15701,12
15701,18
15701,25
15701,16
15701,32
15701,6
15701,22
15701,25
15219,40
15219,100
15701,5
15701,10
15701,20
15701,12
15701,26
15701,12
15701,16
15701,36
15701,10
15701,15
15701,28
15701,10
15701,12
15701,18
15701,24
15530,40
15212,165
15212,390
15222,350
15213,9
16101,425
15025,11
15213,52
16037,3
16037,4
16037,7
16037,8
16037,10
16037,2
16037,7
16037,9
16037,7
16037,11
15224,3
15224,4
15224,3
15224,123
15140,96
16101,3
16101,3
16101,3
16101,3
16101,3
16101,3
16101,5
16101,5
16101,16
16101,17
16101,20
16101,17
16101,15
16101,30
15220,69
15214,2
15214,3
15214,150
15207,75
16101,426
15224,111
15122,4
15227,1
15227,2
15227,4
15227,2
15132,210
15239,6
15239,6
15239,10
15239,15
15239,451
15132,10
15132,298
15221,140
16059,340
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,1
15221,113
15037,704
15208,236
15211,1
15211,2
15211,119
16023,1
16023,4
16023,4
16023,2
16023,6
16023,9
16023,10
15207,3
15108,170
15208,10
15208,301
15236,45
15005-1716,2
15005-1716,6
15206,3
15206,4
15206,8
15206,3
15206,6
15206,5
15206,6
15206,15
15206,10
15206,10
15206,10
15206,12
15206,15
16057,5
16057,8
16057,6
16057,4
16057,6
16057,12
16057,22
15120,2
15147,693
15024,140
15133,1
15133,1
15133,2
15133,135
15227,1
15227,2
15205,1
15205,1
15205,1
15205,2
15205,2
15205,2
15205,4
15205,2
15229,1
15229,1
15229,1
15229,1
15229,2
15229,10
15129,1
15136,2
15221,193
15206,3
15212,658
15137,1
15137,141
15701,220
15217,1
15217,4
15217,3
15132,562
16050,159
15208,2
15208,4
15208,280
16105,1
16105,4
15227,5
15227,4
15227,135
15227,10
15209,3
15209,3
15065,5
15065,10
15065,417
16101,5
15010,30
15010,607
15010,40
15226,2
15226,3
15226,6
15213,2
15213,5
15213,96
15132,10
15132,152
15120,4
15120,167
15701,5
15701,10
15701,15
15140,100
15025,1
15025,338
15228,50
15206,2
15206,2
15206,220
15210,2
15210,3
15210,4
15210,5
15210,142
15037,3
15037,2
15037,118
15037,8
15203,1
15203,1
15146,1
15146,1
15146,1
15146,1
15146,1
15216,15
15235,6
15235,5
15235,8
15235,8
15235,10
15045,3
15045,3
15045,3
15045,2
15045,4
15045,4
15203,2
15203,2
15210,2
15210,2
15221,1
15221,1
15221,1
15221,1
15221,1
15221,23
15136,4
15136,4
15136,4
15136,4
15136,4
15136,4
15136,4
15136,8
15136,4
15136,6
15530,4
15530,4
15530,8
15530,25
15210,1
15210,2
15210,60
15224,18
15207,1
15207,1
15207,1
15207,1
15207,1
15212,147
15212,3526
15701,5
15204,31
15104,8
15210,1
15210,6
15210,109
15035,47
15035,3
15035,5
15110,479
15236,1
15236,1
15236,2
15236,4
15236,6
15131,5
15108,2
15108,1
15108,2
15108,2
15108,3
15108,273
15701,2
15025,2
15208,18
15208,2
15208,3
15208,3
16023,10
16023,428
15101,10
15101,15
16023,-8
15106,80
16059,40
15935,7
15935,20
15935,13
15935,34
15221,5
15221,3
15221,103
15025,97
15210,4
15210,6
15210,268
15214,147
15207,2
15207,43
15207,2
15207,150
15140,71
15102,1
15102,2
15102,3
15102,1
15102,4
15102,4
15102,4
15206,4
15132,2
15132,8
15132,110
15132,10
15132,15
15701,1
15701,1
15701,1
15701,1
15701,2
15106,7
15206,9
15206,12
15206,7
15206,6
15206,7
15206,7
15206,3
15206,4
15206,2
15206,4
15206,6
15206,26
15206,8
15206,23
15206,21
15206,13
15206,8
15206,15
15206,4
15206,12
15206,13
15206,25
15206,17
15206,10
15206,2
15206,13
15206,2
15206,12
15206,11
15206,4
15206,8
15206,12
15206,3
15206,2
15206,4
15206,2
15206,3
15206,7
15206,7
15206,1
15206,2
15206,10
15206,2
15206,13
15206,7
15206,7
15206,9
15206,5
15206,3
15206,6
15206,3
15206,4
15206,2
15206,2
15206,10
15206,15
15206,5
15206,5
15206,3
15206,22
15206,1
15206,17
15206,5
15206,1
15206,18
15206,5
15206,8
15206,6
15206,23
15206,1
15206,3
15206,2
15206,4
15206,6
15206,3
15206,9
15206,3
15206,2
15206,7
15206,12
15206,2
15206,2
15206,4
15206,1
15206,3
15206,8
15206,9
15206,3
15206,14
15206,3
15206,5
15206,11
15206,2
15206,3
15206,8
15206,6
15206,2
15206,7
15206,7
15206,1
15206,7
15206,8
15206,7
15206,11
15206,12
15206,8
15206,5
15206,4
15206,7
15206,31
15206,6
15206,12
15206,12
15206,1
15206,10
15206,3
15206,1
15206,3
15206,11
15206,4
15206,3
15206,33
15206,3
15206,7
15206,1
15206,5
15206,14
15206,7
15206,11
15206,13
15206,1
15206,7
15206,12
15206,1
15206,7
15206,4
15206,7
15206,2
15206,8
15206,2
15206,13
15206,10
15034,2
15034,4
15034,8
16059,25
16059,40
16059,50
15239,6
15239,6
15239,10
15239,371
15221,1
15221,1
15221,44
15211,4
15211,10
15211,10
15212,3
15219,1
15219,1
15219,2
15202,5
15202,7
15701,1
15701,1
15701,2
15701,2
15108,1
15108,1
15108,1
15108,111
15025,2
15025,398
15126,1
15126,1
15126,1
15126,1
15126,1
15132,10
15243,1
15243,1
15243,1
15243,1
15243,1
15243,1
15243,2
15243,2
15236,1
15236,69
15037,2
15037,4
15037,4
15037,312
15236,2
15236,3
15236,6
15236,12
15024,1
15024,107
15147,10
15147,661
15221,13
15236,162
15132,151
15221,97
15206,2
16101,2
16101,15
15208,8
15226,1
15226,1
15213,1
15213,3
15213,1
15213,2
15213,3
15213,3
15213,3
15213,241
15220,4
15220,5
15220,6
15205,2
15205,1
15205,2
15205,4
15205,5
15205,8
15205,8
15205,375
15222,1
15222,1
15222,3
15222,1
15222,1
15222,3
15222,3
15222,3
15222,2
15222,2
15222,3
15212,-38
15424,6
15424,12
15424,202
15424,20
15132,185
15235,211
15212,44
15025,1
15025,157
15037,2
15037,2
15037,130
15228,4
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,2
15146,2
15146,54
15203,1
15203,2
15203,2
15203,2
15203,2
15210,2
15210,2
15370,1115
15236,75
15224,2
15224,2
15210,246
15235,8
15501,6
15501,10
15501,12
15501,12
15501,15
15236,113
15025,7
15238,1
15238,1
15238,1
15238,1
15238,1
15238,1
15238,2
15238,2
15238,2
15238,2
15238,2
15238,142
15207,147
15226,5
15226,14
15530,2
15501,25
15501,30
15501,25
15501,20
15501,30
15206,1
15206,14
15206,3
15206,2
15206,2
15206,13
15206,3
15206,17
15206,2
15206,6
15206,2
15206,2
15206,8
15206,2
15206,2
15206,12
15206,4
15206,23
15206,4
15206,1
15206,12
15206,1
15206,3
15206,6
15206,18
15206,6
15206,9
15206,3
15206,17
15206,12
15206,11
15206,4
15206,10
15206,3
15206,3
15206,19
15206,3
15206,13
15206,5
15206,8
15206,8
15206,12
15206,10
15206,8
15206,13
15206,22
15206,7
15206,1
15206,5
15206,12
15206,2
15206,12
15206,7
15206,1
15206,3
15206,1
15206,3
15206,2
15206,2
15206,2
15206,12
15206,3
16117,37
16101,17
16101,47
16101,6
15904,23
15219,1
15074,2
15074,5
15074,4
15074,5
15074,5
15074,4
15074,3
15074,6
15074,4
15074,5
15074,5
15101,7
15101,284
15140,163
15207,1
15207,134
15214,1
15214,2
15221,227
15235,16
15235,5
15235,10
15235,10
15235,15
15212,2
15212,4
15212,378
15213,1
15213,1
15213,1
15213,1
15213,1
15213,1
15213,2
15213,2
15213,2
15213,3
15213,249
15104,6
15132,1
15132,4
15132,5
15132,6
15132,10
15132,284
16059,183
15218,2
16059,183
15213,3
15222,1
15222,1
15239,6
15239,6
15239,456
15221,1
15221,1
15221,1
15221,1
15221,1
15221,140
15120,23
15120,21
15120,22
15120,45
15120,4
15120,4
15120,4
15120,4
15120,4
15120,4
15120,4
15120,4
15120,8
15120,9
15120,16
15120,2
15120,2
15120,2
15120,3
16117,5
15132,599
15108,2
15108,6
15037,2
15213,1
15213,1
15213,33
15025,420
15208,204
16001,2
16001,2
16001,327
15132,2
15132,12
15132,498
15236,1
15236,90
15024,1
15024,1
15024,1
15024,1
15024,2
15024,157
15147,10
15147,809
15221,90
15221,4
15221,219
15229,1
15229,2
15229,1
15229,1
15229,2
15229,4
15229,2
15136,2
15132,1
15132,2
15132,2
15132,125
16101,10
16101,261
15213,10
15213,242
15207,2
15207,171
15206,6
15101,5
15147,2
15147,2
15108,161
15218,7
15218,6
15218,12
15218,12
15213,3
15213,2
15102,1
15102,139
15140,30
15037,2
15037,197
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15146,2
15146,2
15219,4
15219,3
15219,4
15146,2
15146,2
15146,6
15146,7
15146,7
15132,1
15132,1
15132,1
15132,1
15132,1
15132,1
15132,1
15132,1
15132,1
15120,129
15220,2
15220,6
15220,10
15203,2
15203,2
15203,3
15210,2
15210,2
15217,2
15217,2
15217,3
15217,2
15217,4
15217,4
15217,3
15217,4
15217,3
15101,15
15116,1
15116,1
15116,1
15116,1
15116,1
15116,1
15116,1
15116,1
15116,1
15116,2
15116,2
15116,204
15224,242
15370,100
15068,3
15068,3
15224,50
15146,1
15146,41
15146,2
15146,3
15207,3
15207,3
15207,12
15145,4
15145,4
15145,4
15145,4
15145,4
15145,4
15145,5
15145,4
15145,4
15235,10
15137,1
15137,2
15137,2
15137,384
15120,1
15120,56
15235,175
15210,3
15210,2
15210,5
15210,212
15301,113
15106,1
15106,1
15106,4
15106,4
15106,10
15106,6
15106,10
15206,3
15206,5
15206,27
15206,4
15206,1
15206,22
15206,6
15206,7
15206,19
15206,3
15206,13
15206,10
15206,4
15206,22
15206,2
15206,7
15206,5
15206,3
15206,38
15206,13
15206,5
15206,17
15206,7
15206,3
15206,5
15206,2
15206,3
15206,3
15206,13
15206,3
15206,5
15206,8
15206,3
15206,2
15206,4
15206,34
15206,2
15206,8
15206,2
15206,13
15206,2
15206,2
15206,6
15206,1
15206,2
15206,2
15206,3
15206,4
15206,48
15206,3
15206,26
15206,16
15206,3
15206,5
15206,1
15206,11
15206,2
15206,4
15206,8
15206,2
15206,1
15206,2
15206,2
15206,2
15206,5
15206,1
15206,1
15206,5
15206,5
16001,2
16001,5
16001,5
15212,6
16001,7
15208,8
15236,8
15102,8
15205,8
15061,10
15061,10
15061,10
15219,10
16001,10
16001,10
15213,10
15212,11
15212,11
15236,12
16101,12
15212,12
15212,12
15212,12
15212,13
16101,14
15212,14
15061,15
15202-1730,15
15219,15
15219,15
15061,15
15212,15
15212,16
15212,16
15212,16
15212,16
15202-1730,18
15212,18
15212,18
15212,19
15219,20
15219,20
15212,20
15236,3
15090,15
15212,22
15212,23
15212,24
15236,24
15061,25
15236,25
15061,25
16001,25
15061,25
15090,20
15208,25
15236,25
15212,26
15212,26
15223,12
15236,27
15236,27
15212,29
16001,30
16001,30
15236,25
15132,30
15212,30
15236,21
15223,9
15205,15
15208,35
15090,15
15236,38
15212,39
15219,40
15219,40
15236,31
15219,40
15219,40
15236,18
16101,46
16001,46
15090,35
15208,55
15208,56
15701,20
16037,58
15219,60
15219,60
15090,35
15219,60
15219,20
15219,60
15219,60
15144,20
15024,75
15219,75
16001,77
15136,80
15208,108
15530,11
15208,126
15701,25
15208,126
15061,140
16001,149
15212,150
15102,35
15701,37
15530,35
15530,46
15212,165
15212,165
15213,2
15213,2
15213,2
15213,2
15213,3
15213,3
15219,20
16117,15
16117,10
16117,15
16117,5
16117,20
16117,30
16117,30
16117,30
15219,20
15212,240
15226,55
15219,20
15219,20
15226,25
16001,300
15226,45
15102,100
15102,100
16059,20
15212,315
15212,330
15208,342
15212,345
15223,16
15226,20
15212,420
15239,14
15212,450
15226,10
16059,10
15061,60
15905,22
15061,30
15061,20
15226,30
15905,100
15905,30
16059,75
16059,901
15061,30
15001,4
15001,4
15001,4
15001,8
15001,3
15001,5
15001,10
15001,8
15061,5
15061,200
15147,35
16059,1500
15061,10
15061,120
16059,85
15061,445
15061,175
15001,498
15213,1
15208,5
15221,2
15221,4
15221,4
15227,1
15227,4
15227,3
15227,10
15227,6
15106,85
15120,2
15120,2
15222,1
15222,2
15222,1
15222,2
15222,2
16059,25
16059,20
16059,30
16101,10
16101,10
16101,10
16101,20
16101,60
16101,60
16101,60
15214,2
15214,79
15210,4
15210,6
15210,89
15136,6
15136,10
15136,15
15136,25
15025,10
15207,2
15207,56
16033,8
16033,6
15132,4
15132,4
15132,381
15221,54
15239,5
15239,332
15108,7
15108,8
15108,7
15108,12
15104,6
15221,6
15221,104
15221,8
15221,54
15223,26
15116,3
15206,2
15206,10
15025,331
15206,1
15206,1
15206,2
15206,2
15201,4
15201,4
15201,6
15201,6
15201,7
15201,5
15201,8
15201,8
15201,12
15201,10
15126,1
15126,1
15126,1
15126,1
15126,1
15126,1
15126,1
15126,1
15126,1
15126,1
15126,261
15120,25
15120,534
15120,5
15120,2
15120,2
15120,6
15223,2
15223,3
15223,3
15223,3
15223,5
15223,2
15223,2
15223,3
15223,3
15223,3
15223,8
15223,4
15208,516
15213,4
15213,8
15213,6
15108,1
15108,1
15108,1
15108,81
15037,5
15037,5
15037,10
15037,10
15037,5
15037,5
15037,10
15037,10
15037,783
15205,3
15205,6
15205,4
15205,4
15205,6
15205,10
15205,10
15205,15
15212,3
15212,6
15212,2
15212,6
15212,12
15221,5
15221,5
15221,6
15221,7
15221,6
15219,2
16059,30
16059,20
15024,2
15147,10
15147,10
15133,1
15133,1
15133,2
15221,10
15206,4
15206,4
15206,4
15206,4
15206,4
15206,6
15206,6
15065,5
15120,2
15120,49
15226,6
15226,6
15226,6
15226,6
15226,7
15226,6
15226,12
15226,24
15132,163
15206,34
15210,39
15210,3
15210,7
15210,6
15133,134
15228,16
15045,2
15045,2
15045,2
15045,2
15203,1
15203,1
15203,2
15146,1
15146,2
15146,1
15146,1
15146,1
15146,1
15146,1
15146,1
15132,93
15212,5
15212,12
15212,50
15208,4
15208,8
16001,1
16001,4
16001,6
16001,52
16001,40
16001,40
16001,50
16105,1
16105,1
16105,1
16105,1
16105,2
16105,2
15122,1
15122,2
16101,10
16101,10
16101,20
16105,1
16105,1
15132,1
15132,1
15132,1
15132,2
15132,2
16101,1
16101,1
16101,2
16101,3
16201,41
16201,41
16201,55
16201,63
16201,82
16201,41
15226,2
15226,2
15226,2
15226,2
15226,2
15236,62
15236,5
15236,5
15222,1
15222,1
15222,1
15222,1
15222,1
15222,1
15222,2
15222,4
15222,4
15222,4
15222,2
15222,3
15222,3
15222,3
15213,2
15003,3
15003,3
15003,3
15003,8
15003,3
15003,3
15003,5
15003,5
15003,10
15228,2
15228,2
15228,6
15228,6
15228,12
15228,12
15228,12
15228,12
15228,24
15110,72
15110,6
15110,10
15110,10
15110,20
15110,20
15035,4
15035,4
15035,140
15035,10
15088,2
15088,2
15088,2
15088,3
15088,3
15210,1
15210,1
15210,1
15210,1
15210,1
15210,1
15210,1
