zip,tract,usps_zip_pref_city,usps_zip_pref_state,res_ratio,bus_ratio,oth_ratio,tot_ratio
15139,42003526101,OAKMONT,PA,0.000000000,0.005586592,0.000000000,0.000469043
15139,42003525100,OAKMONT,PA,0.288440567,0.041899441,0.050420168,0.254455910
15139,42003525300,OAKMONT,PA,0.274536532,0.256983240,0.172268908,0.267354597
15139,42003525200,OAKMONT,PA,0.437022901,0.695530726,0.777310924,0.477720450
15222,42003020300,PITTSBURGH,PA,0.293613548,0.160599572,0.299424184,0.243930503
15222,42003060500,PITTSBURGH,PA,0.000000000,0.003059039,0.003838772,0.001380739
15222,42003240600,PITTSBURGH,PA,0.017955519,0.007035791,0.015355086,0.013692325
15222,42003020100,PITTSBURGH,PA,0.688430932,0.829305598,0.681381958,0.740996433
15225,42003461000,PITTSBURGH,PA,1.000000000,1.000000000,1.000000000,1.000000000
15442,42051261401,GRINDSTONE,PA,0.074317968,0.016129032,0.000000000,0.067854114
15442,42051261402,GRINDSTONE,PA,0.624647225,0.838709677,0.925925926,0.649703138
15442,42051261100,GRINDSTONE,PA,0.301034807,0.145161290,0.074074074,0.282442748
15344,42059970200,JEFFERSON,PA,0.759941090,0.727272727,1.000000000,0.762306610
15344,42059970300,JEFFERSON,PA,0.181148748,0.227272727,0.000000000,0.180028129
15344,42059970100,JEFFERSON,PA,0.058910162,0.045454545,0.000000000,0.057665260
15563,42111020400,STOYSTOWN,PA,0.171353826,0.168539326,0.042553191,0.167567568
15563,42111021200,STOYSTOWN,PA,0.225637672,0.101123596,0.042553191,0.213813814
15563,42111020600,STOYSTOWN,PA,0.136036625,0.202247191,0.042553191,0.136936937
15563,42111020500,STOYSTOWN,PA,0.466971877,0.528089888,0.872340426,0.481681682
15642,42129803200,IRWIN,PA,0.033717712,0.083218707,0.040572792,0.036895512
15642,42129805100,IRWIN,PA,0.020848708,0.011004127,0.014319809,0.020124825
15642,42129803000,IRWIN,PA,0.140959410,0.153370014,0.508353222,0.148261368
15642,42129803302,IRWIN,PA,0.072601476,0.046079780,0.028639618,0.070182142
15642,42129802301,IRWIN,PA,0.033948339,0.041265475,0.014319809,0.034050864
15642,42129803502,IRWIN,PA,0.102167897,0.171251719,0.035799523,0.105251985
15642,42129802303,IRWIN,PA,0.004704797,0.002751032,0.009546539,0.004670318
15642,42129803400,IRWIN,PA,0.069926199,0.013755158,0.009546539,0.065384452
15642,42003564200,IRWIN,PA,0.002721402,0.000000000,0.000000000,0.002504989
15642,42129802304,IRWIN,PA,0.047601476,0.019257221,0.014319809,0.045259627
15642,42129802900,IRWIN,PA,0.060977860,0.016506190,0.004773270,0.057232624
15642,42129803501,IRWIN,PA,0.094695572,0.127235213,0.059665871,0.096081179
15642,42129803100,IRWIN,PA,0.083394834,0.112792297,0.081145585,0.085169617
15642,42129804900,IRWIN,PA,0.000645756,0.000687758,0.000000000,0.000636862
15642,42129805000,IRWIN,PA,0.002767528,0.000687758,0.000000000,0.002589904
15642,42129803600,IRWIN,PA,0.010332103,0.024071527,0.016706444,0.011293678
15642,42129804802,IRWIN,PA,0.076845018,0.049518569,0.062052506,0.074894918
15642,42129803301,IRWIN,PA,0.141143911,0.126547455,0.100238663,0.139515136
15771,42063960100,ROCHESTER MILLS,PA,0.627853881,0.615384615,0.000000000,0.624724062
15771,42063960300,ROCHESTER MILLS,PA,0.219178082,0.153846154,1.000000000,0.220750552
15771,42063960200,ROCHESTER MILLS,PA,0.152968037,0.230769231,0.000000000,0.154525386
15681,42063961900,SALTSBURG,PA,0.481231548,0.699386503,0.857142857,0.501164596
15681,42005951600,SALTSBURG,PA,0.003795867,0.006134969,0.000000000,0.003881988
15681,42129801900,SALTSBURG,PA,0.006748208,0.000000000,0.000000000,0.006211180
15681,42063961800,SALTSBURG,PA,0.093631379,0.036809816,0.000000000,0.088509317
15681,42129801800,SALTSBURG,PA,0.412905947,0.251533742,0.142857143,0.398291925
15681,42005951700,SALTSBURG,PA,0.001687052,0.006134969,0.000000000,0.001940994
15943,42021012500,NANTY GLO,PA,0.020054201,0.019047619,0.000000000,0.019677094
15943,42021011500,NANTY GLO,PA,0.145257453,0.095238095,0.000000000,0.140262361
15943,42021011600,NANTY GLO,PA,0.721409214,0.857142857,1.000000000,0.733097881
15943,42021011700,NANTY GLO,PA,0.113279133,0.028571429,0.000000000,0.106962664
16120,42007600601,ENON VALLEY,PA,0.125272331,0.105263158,0.000000000,0.118781726
16120,42073011200,ENON VALLEY,PA,0.008714597,0.000000000,0.000000000,0.008121827
16120,42073011300,ENON VALLEY,PA,0.866013072,0.894736842,1.000000000,0.873096447
16115,42007605300,DARLINGTON,PA,0.149315068,0.083333333,0.028571429,0.143586471
16115,42007602702,DARLINGTON,PA,0.019178082,0.000000000,0.000000000,0.017868539
16115,42007600601,DARLINGTON,PA,0.484246575,0.625000000,0.971428571,0.501595405
16115,42007600602,DARLINGTON,PA,0.347260274,0.291666667,0.000000000,0.336949585
16827,42027011800,BOALSBURG,PA,0.965876437,0.940217391,0.962962963,0.964239272
16827,42027011702,BOALSBURG,PA,0.034123563,0.059782609,0.037037037,0.035760728
17024,42099030502,ELLIOTTSBURG,PA,0.449257426,0.678571429,0.000000000,0.456937799
17024,42099030601,ELLIOTTSBURG,PA,0.529702970,0.321428571,0.000000000,0.522727273
17024,42099030202,ELLIOTTSBURG,PA,0.021039604,0.000000000,0.000000000,0.020334928
17065,42041012600,MOUNT HOLLY SPRINGS,PA,0.946540881,0.981481481,0.978947368,0.949786831
17065,42041012701,MOUNT HOLLY SPRINGS,PA,0.053459119,0.018518519,0.021052632,0.050213169
17560,42071014601,NEW PROVIDENCE,PA,0.009077879,0.000000000,0.000000000,0.008941176
17560,42071014000,NEW PROVIDENCE,PA,0.013855710,0.040000000,0.000000000,0.014117647
17560,42071014401,NEW PROVIDENCE,PA,0.977066412,0.960000000,1.000000000,0.976941176
17569,42011010801,REINHOLDS,PA,0.073982737,0.025641026,0.000000000,0.071965204
17569,42011010700,REINHOLDS,PA,0.102342787,0.089743590,0.111111111,0.102016607
17569,42071012601,REINHOLDS,PA,0.020139745,0.012820513,0.000000000,0.019770660
17569,42071012501,REINHOLDS,PA,0.364159474,0.256410256,0.500000000,0.361803084
17569,42011011702,REINHOLDS,PA,0.020550760,0.000000000,0.000000000,0.019770660
17569,42071010101,REINHOLDS,PA,0.418824497,0.615384615,0.388888889,0.424673784
17845,42119090400,MILLMONT,PA,0.000938967,0.000000000,0.000000000,0.000900901
17845,42119090200,MILLMONT,PA,0.999061033,1.000000000,1.000000000,0.999099099
17961,42107003000,ORWIGSBURG,PA,0.543343147,0.473684211,0.193877551,0.527616279
17961,42107002900,ORWIGSBURG,PA,0.003598299,0.000000000,0.000000000,0.003197674
17961,42107003200,ORWIGSBURG,PA,0.017010141,0.017543860,0.000000000,0.016569767
17961,42107003100,ORWIGSBURG,PA,0.435394177,0.508771930,0.806122449,0.452034884
17961,42107003400,ORWIGSBURG,PA,0.000654236,0.000000000,0.000000000,0.000581395
18072,42095015201,PEN ARGYL,PA,0.001713502,0.052356021,0.025316456,0.005332497
18072,42095015300,PEN ARGYL,PA,0.059287183,0.125654450,0.000000000,0.061794228
18072,42095015600,PEN ARGYL,PA,0.508910212,0.602094241,0.886075949,0.523839398
18072,42095015500,PEN ARGYL,PA,0.430089102,0.219895288,0.088607595,0.409033877
18070,42091207800,PALM,PA,0.714697406,0.296296296,0.500000000,0.678756477
18070,42011013301,PALM,PA,0.285302594,0.703703704,0.500000000,0.321243523
18902,42017104301,DOYLESTOWN,PA,0.052739902,0.000000000,0.018292683,0.049307545
18902,42017104505,DOYLESTOWN,PA,0.239902238,0.031963470,0.097560976,0.226241643
18902,42017104502,DOYLESTOWN,PA,0.000257268,0.000000000,0.000000000,0.000238777
18902,42017104506,DOYLESTOWN,PA,0.107923849,0.031963470,0.067073171,0.103151862
18902,42017104503,DOYLESTOWN,PA,0.187676872,0.410958904,0.243902439,0.200453677
18902,42017104203,DOYLESTOWN,PA,0.179572935,0.438356164,0.237804878,0.194245463
18902,42017104204,DOYLESTOWN,PA,0.187676872,0.082191781,0.304878049,0.184455587
18902,42017104201,DOYLESTOWN,PA,0.044250064,0.004566210,0.030487805,0.041905444
18912,42017104503,BUCKINGHAM,PA,1.000000000,1.000000000,1.000000000,1.000000000
19061,42045406700,MARCUS HOOK,PA,0.149666667,0.182634731,0.157258065,0.152203857
19061,42045410700,MARCUS HOOK,PA,0.000333333,0.001497006,0.002016129,0.000491932
19061,42045406600,MARCUS HOOK,PA,0.109888889,0.127245509,0.195564516,0.115210547
19061,42045406801,MARCUS HOOK,PA,0.029333333,0.124251497,0.036290323,0.035911059
19061,42045406500,MARCUS HOOK,PA,0.088111111,0.101796407,0.056451613,0.087465565
19061,42045410400,MARCUS HOOK,PA,0.001000000,0.000000000,0.000000000,0.000885478
19061,42045406803,MARCUS HOOK,PA,0.445000000,0.315868263,0.429435484,0.435753640
19061,42045406802,MARCUS HOOK,PA,0.176666667,0.146706587,0.122983871,0.172077922
19138,42101027902,PHILADELPHIA,PA,0.026695684,0.005755396,0.021875000,0.025608108
19138,42101024800,PHILADELPHIA,PA,0.035400798,0.031654676,0.025000000,0.035000000
19138,42101027901,PHILADELPHIA,PA,0.076242292,0.053237410,0.050000000,0.074594595
19138,42101024900,PHILADELPHIA,PA,0.099891186,0.074820144,0.087500000,0.098445946
19138,42101024700,PHILADELPHIA,PA,0.042872688,0.100719424,0.059375000,0.045945946
19138,42101026500,PHILADELPHIA,PA,0.178817555,0.279136691,0.218750000,0.184391892
19138,42101027700,PHILADELPHIA,PA,0.067029380,0.103597122,0.118750000,0.069864865
19138,42101025200,PHILADELPHIA,PA,0.008922742,0.005755396,0.043750000,0.009527027
19138,42101038900,PHILADELPHIA,PA,0.056293072,0.076258993,0.100000000,0.058175676
19138,42101026600,PHILADELPHIA,PA,0.134856728,0.076258993,0.084375000,0.131013514
19138,42101026700,PHILADELPHIA,PA,0.049401523,0.044604317,0.053125000,0.049256757
19138,42101026400,PHILADELPHIA,PA,0.130794342,0.040287770,0.028125000,0.124324324
19138,42101026302,PHILADELPHIA,PA,0.092782009,0.107913669,0.109375000,0.093851351
19153,42045980000,PHILADELPHIA,PA,0.000000000,0.074695122,0.020151134,0.008747698
19153,42101006700,PHILADELPHIA,PA,0.000183050,0.001524390,0.000000000,0.000306937
19153,42101005400,PHILADELPHIA,PA,0.127585576,0.004573171,0.015113350,0.108348680
19153,42101980900,PHILADELPHIA,PA,0.002562694,0.685975610,0.146095718,0.080110497
19153,42101980400,PHILADELPHIA,PA,0.000000000,0.033536585,0.473551637,0.032228361
19153,42101005500,PHILADELPHIA,PA,0.444993593,0.039634146,0.115869018,0.384131369
19153,42101005600,PHILADELPHIA,PA,0.097382391,0.080792683,0.186397985,0.101135666
19153,42101006000,PHILADELPHIA,PA,0.327292696,0.079268293,0.042821159,0.284990792
19150,42101026100,PHILADELPHIA,PA,0.140672167,0.118181818,0.213541667,0.141300191
19150,42101026000,PHILADELPHIA,PA,0.117528678,0.072727273,0.026041667,0.114435946
19150,42091210500,PHILADELPHIA,PA,0.000000000,0.060606061,0.031250000,0.002485660
19150,42101038900,PHILADELPHIA,PA,0.000000000,0.015151515,0.000000000,0.000478011
19150,42101026400,PHILADELPHIA,PA,0.031897766,0.033333333,0.010416667,0.031548757
19150,42101026200,PHILADELPHIA,PA,0.175991145,0.027272727,0.067708333,0.169311663
19150,42101025800,PHILADELPHIA,PA,0.078788489,0.051515152,0.046875000,0.077342256
19150,42101025500,PHILADELPHIA,PA,0.001911853,0.003030303,0.000000000,0.001912046
19150,42101025900,PHILADELPHIA,PA,0.200845240,0.315151515,0.171875000,0.203919694
19150,42091202401,PHILADELPHIA,PA,0.000000000,0.000000000,0.010416667,0.000191205
19150,42101025600,PHILADELPHIA,PA,0.004427450,0.003030303,0.015625000,0.004588910
19150,42101026301,PHILADELPHIA,PA,0.155162004,0.075757576,0.135416667,0.152294455
19150,42101025400,PHILADELPHIA,PA,0.001308110,0.000000000,0.000000000,0.001242830
19150,42101026302,PHILADELPHIA,PA,0.091467096,0.224242424,0.270833333,0.098948375
19440,42091200707,HATFIELD,PA,0.216416237,0.276845638,0.191235060,0.219457245
19440,42091200703,HATFIELD,PA,0.109665844,0.055369128,0.059760956,0.105069124
19440,42091200708,HATFIELD,PA,0.311841220,0.135906040,0.099601594,0.295647721
19440,42091207104,HATFIELD,PA,0.000000000,0.005033557,0.000000000,0.000307220
19440,42017102104,HATFIELD,PA,0.052814532,0.102348993,0.055776892,0.055913978
19440,42091206904,HATFIELD,PA,0.031285041,0.003355705,0.007968127,0.028981055
19440,42091200800,HATFIELD,PA,0.195447410,0.313758389,0.521912351,0.211059908
19440,42091200704,HATFIELD,PA,0.082529715,0.107382550,0.063745020,0.083563748
16345,42123970200,RUSSELL,PA,0.829343155,0.829787234,1.000000000,0.832650673
16345,42123971000,RUSSELL,PA,0.004910988,0.000000000,0.000000000,0.004681100
16345,42123970100,RUSSELL,PA,0.165745856,0.170212766,0.000000000,0.162668227
16695,42009960400,WOODBURY,PA,0.125340599,0.181818182,0.000000000,0.124069479
16695,42009960100,WOODBURY,PA,0.874659401,0.818181818,1.000000000,0.875930521
17212,42057960100,BIG COVE TANNERY,PA,0.484662577,0.500000000,0.000000000,0.484848485
17212,42057960300,BIG COVE TANNERY,PA,0.515337423,0.500000000,0.000000000,0.515151515
17929,42107003300,CRESSONA,PA,0.005333333,0.000000000,0.000000000,0.004825090
17929,42107003200,CRESSONA,PA,0.994666667,1.000000000,1.000000000,0.995174910
18074,42091207600,PERKIOMENVILLE,PA,0.026416907,0.129032258,0.090909091,0.028571429
18074,42091208500,PERKIOMENVILLE,PA,0.215177714,0.451612903,0.454545455,0.221077283
18074,42091208301,PERKIOMENVILLE,PA,0.318443804,0.193548387,0.090909091,0.314285714
18074,42091208400,PERKIOMENVILLE,PA,0.428434198,0.225806452,0.363636364,0.424824356
18074,42091208302,PERKIOMENVILLE,PA,0.011527378,0.000000000,0.000000000,0.011241218
16680,42033331700,SMITHMILL,PA,1.000000000,1.000000000,1.000000000,1.000000000
18035,42095016001,CHERRYVILLE,PA,0.467532468,1.000000000,0.000000000,0.493827160
18035,42095016002,CHERRYVILLE,PA,0.532467532,0.000000000,0.000000000,0.506172840
16223,42031160800,DISTANT,PA,0.000000000,0.000000000,1.000000000,1.000000000
16245,42005950100,OAK RIDGE,PA,0.000000000,0.000000000,1.000000000,1.000000000
16654,42061950300,HUNTINGDON,PA,0.000000000,1.000000000,0.000000000,1.000000000
18932,42017102003,LINE LEXINGTON,PA,0.640167364,0.750000000,0.500000000,0.642023346
18932,42091200703,LINE LEXINGTON,PA,0.004184100,0.083333333,0.000000000,0.007782101
18932,42017102104,LINE LEXINGTON,PA,0.297071130,0.166666667,0.500000000,0.295719844
18932,42017106300,LINE LEXINGTON,PA,0.058577406,0.000000000,0.000000000,0.054474708
17099,42087961100,YEAGERTOWN,PA,0.984282908,0.696969697,0.900000000,0.965579710
17099,42087961000,YEAGERTOWN,PA,0.015717092,0.303030303,0.100000000,0.034420290
18333,42089301301,KRESGEVILLE,PA,0.957894737,0.954545455,1.000000000,0.959349593
18333,42025020800,KRESGEVILLE,PA,0.042105263,0.045454545,0.000000000,0.040650407
17925,42107002500,BROCKTON,PA,0.973544974,1.000000000,0.000000000,0.974226804
17925,42107002400,BROCKTON,PA,0.026455026,0.000000000,0.000000000,0.025773196
18413,42115032902,CLIFFORD,PA,1.000000000,1.000000000,1.000000000,1.000000000
18430,42127960300,HERRICK CENTER,PA,0.135135135,0.000000000,0.000000000,0.128205128
18430,42127960200,HERRICK CENTER,PA,0.459459459,0.500000000,0.000000000,0.461538462
18430,42115032400,HERRICK CENTER,PA,0.405405405,0.500000000,0.000000000,0.410256410
18711,42079201200,WILKES BARRE,PA,0.000000000,0.409090909,0.000000000,0.333333333
18711,42079200500,WILKES BARRE,PA,0.000000000,0.045454545,0.000000000,0.037037037
18711,42079211900,WILKES BARRE,PA,0.000000000,0.090909091,0.200000000,0.111111111
18711,42079200900,WILKES BARRE,PA,0.000000000,0.045454545,0.000000000,0.037037037
18711,42079215200,WILKES BARRE,PA,0.000000000,0.045454545,0.000000000,0.037037037
18711,42079211800,WILKES BARRE,PA,0.000000000,0.181818182,0.000000000,0.148148148
18711,42079214500,WILKES BARRE,PA,0.000000000,0.045454545,0.000000000,0.037037037
18711,42079200100,WILKES BARRE,PA,0.000000000,0.136363636,0.800000000,0.259259259
17762,42081010700,PICTURE ROCKS,PA,1.000000000,1.000000000,0.000000000,1.000000000
15416,42051262400,BROWNFIELD,PA,0.000000000,0.000000000,1.000000000,1.000000000
16515,42049002700,ERIE,PA,0.000000000,1.000000000,1.000000000,1.000000000
15925,42021012700,CASSANDRA,PA,0.000000000,1.000000000,1.000000000,1.000000000
17251,42055010200,ROXBURY,PA,1.000000000,1.000000000,0.000000000,1.000000000
17576,42071013204,SMOKETOWN,PA,1.000000000,1.000000000,1.000000000,1.000000000
16221,42031160800,CURLLSVILLE,PA,0.000000000,0.000000000,1.000000000,1.000000000
17750,42035030800,MACKEYVILLE,PA,0.000000000,1.000000000,0.000000000,1.000000000
15012,42129805400,BELLE VERNON,PA,0.000377074,0.002594034,0.000000000,0.000562050
15012,42129805901,BELLE VERNON,PA,0.090749120,0.274967575,0.088757396,0.106677158
15012,42129805902,BELLE VERNON,PA,0.332076420,0.302204929,0.171597633,0.326438849
15012,42129805500,BELLE VERNON,PA,0.000125691,0.000000000,0.000000000,0.000112410
15012,42129805600,BELLE VERNON,PA,0.125439920,0.151750973,0.319526627,0.131407374
15012,42003495000,BELLE VERNON,PA,0.001005530,0.011673152,0.000000000,0.001910971
15012,42051260100,BELLE VERNON,PA,0.260935143,0.105058366,0.266272189,0.247526978
15012,42129805200,BELLE VERNON,PA,0.000251383,0.000000000,0.000000000,0.000224820
15012,42125784000,BELLE VERNON,PA,0.002765209,0.035019455,0.017751479,0.005845324
15012,42051260200,BELLE VERNON,PA,0.007290096,0.001297017,0.000000000,0.006632194
15012,42129805800,BELLE VERNON,PA,0.178984414,0.115434501,0.136094675,0.172661871
15232,42003140200,PITTSBURGH,PA,0.126671811,0.009652510,0.053918045,0.109963862
15232,42003080600,PITTSBURGH,PA,0.047325103,0.023166023,0.071890726,0.049561177
15232,42003140400,PITTSBURGH,PA,0.004758230,0.005791506,0.000000000,0.004130098
15232,42003070500,PITTSBURGH,PA,0.207304527,0.229729730,0.283968368,0.219514713
15232,42003080400,PITTSBURGH,PA,0.045524691,0.100386100,0.001437815,0.042127001
15232,42003140100,PITTSBURGH,PA,0.016203704,0.001930502,0.007189073,0.014145586
15232,42003070600,PITTSBURGH,PA,0.106095679,0.007722008,0.110711718,0.101497161
15232,42003070300,PITTSBURGH,PA,0.176568930,0.351351351,0.245147376,0.195766649
15232,42003070900,PITTSBURGH,PA,0.153163580,0.249034749,0.073328541,0.146824987
15232,42003111500,PITTSBURGH,PA,0.009902263,0.001930502,0.017972682,0.010635003
15232,42003080700,PITTSBURGH,PA,0.106481481,0.019305019,0.134435658,0.105833764
15301,42125722700,WASHINGTON,PA,0.003662584,0.000350877,0.000000000,0.003224627
15301,42125745100,WASHINGTON,PA,0.009309069,0.041403509,0.011764706,0.012433097
15301,42125731000,WASHINGTON,PA,0.022051810,0.009824561,0.003921569,0.020278581
15301,42125751100,WASHINGTON,PA,0.096486208,0.036491228,0.050980392,0.089259001
15301,42125704100,WASHINGTON,PA,0.035290527,0.248070175,0.125490196,0.058508693
15301,42125754300,WASHINGTON,PA,0.064667506,0.044561404,0.133333333,0.065090921
15301,42125721000,WASHINGTON,PA,0.006638434,0.001403509,0.000000000,0.005917356
15301,42125742200,WASHINGTON,PA,0.027812750,0.007719298,0.001960784,0.025032412
15301,42125755700,WASHINGTON,PA,0.046240128,0.018245614,0.011764706,0.042418803
15301,42125752700,WASHINGTON,PA,0.082102934,0.094736842,0.045098039,0.082045145
15301,42125761000,WASHINGTON,PA,0.000763038,0.000000000,0.000000000,0.000664872
15301,42125744200,WASHINGTON,PA,0.001182710,0.000000000,0.000000000,0.001030551
15301,42125755200,WASHINGTON,PA,0.090381901,0.059649123,0.028431373,0.085369502
15301,42125754200,WASHINGTON,PA,0.043836557,0.042456140,0.114705882,0.046108839
15301,42125754400,WASHINGTON,PA,0.038418984,0.037894737,0.068627451,0.039393637
15301,42125751200,WASHINGTON,PA,0.057609401,0.048070175,0.039215686,0.056081912
15301,42125754600,WASHINGTON,PA,0.044332532,0.007368421,0.036274510,0.040557162
15301,42125753700,WASHINGTON,PA,0.036168021,0.004561404,0.114705882,0.035836575
15301,42125796000,WASHINGTON,PA,0.000381519,0.000000000,0.000000000,0.000332436
15301,42125762000,WASHINGTON,PA,0.001487925,0.000350877,0.000000000,0.001329743
15301,42125742100,WASHINGTON,PA,0.026095914,0.008070175,0.001960784,0.023569695
15301,42125732000,WASHINGTON,PA,0.049940865,0.022456140,0.007843137,0.045909378
15301,42125745200,WASHINGTON,PA,0.005760940,0.012631579,0.005882353,0.006416010
15301,42125754500,WASHINGTON,PA,0.091717218,0.132982456,0.094117647,0.095708254
15301,42125755100,WASHINGTON,PA,0.117660524,0.120701754,0.103921569,0.117482796
15521,42009960200,ALUM BANK,PA,0.158381503,0.044444444,0.000000000,0.151746725
15521,42009960300,ALUM BANK,PA,0.841618497,0.955555556,1.000000000,0.848253275
15401,42051261800,UNIONTOWN,PA,0.082090841,0.043296089,0.078333333,0.077836871
15401,42051261600,UNIONTOWN,PA,0.060906108,0.027932961,0.018333333,0.056116109
15401,42051262800,UNIONTOWN,PA,0.068217144,0.026070764,0.000000000,0.061682986
15401,42051262100,UNIONTOWN,PA,0.068504980,0.042830540,0.048333333,0.065162284
15401,42051261700,UNIONTOWN,PA,0.075931150,0.082402235,0.060000000,0.076146926
15401,42051261500,UNIONTOWN,PA,0.056531000,0.025605214,0.006666667,0.051742134
15401,42051262000,UNIONTOWN,PA,0.118876288,0.186219739,0.056666667,0.124210945
15401,42051261000,UNIONTOWN,PA,0.003166197,0.001396648,0.000000000,0.002882847
15401,42051262200,UNIONTOWN,PA,0.107362846,0.106610801,0.220000000,0.110641682
15401,42051262400,UNIONTOWN,PA,0.062978527,0.016759777,0.080000000,0.058551618
15401,42051260900,UNIONTOWN,PA,0.001324046,0.000000000,0.000000000,0.001143198
15401,42051262900,UNIONTOWN,PA,0.009383455,0.008379888,0.005000000,0.009145584
15401,42051261900,UNIONTOWN,PA,0.179494560,0.351024209,0.303333333,0.201501069
15401,42051262300,UNIONTOWN,PA,0.105232859,0.081471136,0.123333333,0.103235747
15338,42059970100,GREENSBORO,PA,0.000000000,0.000000000,0.009523810,0.001295337
15338,42059970502,GREENSBORO,PA,0.064062500,0.000000000,0.000000000,0.053108808
15338,42059970800,GREENSBORO,PA,0.935937500,1.000000000,0.990476190,0.945595855
15541,42111020900,FRIEDENS,PA,0.667628390,0.600000000,0.952380952,0.668687982
15541,42111020500,FRIEDENS,PA,0.039238315,0.083333333,0.000000000,0.040242558
15541,42111020600,FRIEDENS,PA,0.054818234,0.133333333,0.000000000,0.056780595
15541,42111020700,FRIEDENS,PA,0.032313907,0.033333333,0.000000000,0.031973539
15541,42111021200,FRIEDENS,PA,0.206001154,0.150000000,0.047619048,0.202315325
15557,42051260500,ROCKWOOD,PA,0.004613019,0.007874016,0.000000000,0.004750594
15557,42111021800,ROCKWOOD,PA,0.649410559,0.787401575,0.851851852,0.660332542
15557,42111021901,ROCKWOOD,PA,0.345976422,0.204724409,0.148148148,0.334916865
15626,42129802001,DELMONT,PA,0.000743218,0.000000000,0.000000000,0.000667334
15626,42129802002,DELMONT,PA,0.723522854,0.408071749,0.698795181,0.699366033
15626,42129801900,DELMONT,PA,0.275733928,0.591928251,0.301204819,0.299966633
15848,42033330500,LUTHERSBURG,PA,0.954773869,1.000000000,0.000000000,0.956310680
15848,42033331401,LUTHERSBURG,PA,0.045226131,0.000000000,0.000000000,0.043689320
16050,42019910200,PETROLIA,PA,0.371225577,0.307692308,0.041095890,0.332819723
16050,42019910600,PETROLIA,PA,0.030195382,0.000000000,0.000000000,0.026194145
16050,42019910100,PETROLIA,PA,0.598579041,0.692307692,0.958904110,0.640986133
16117,42073010900,ELLWOOD CITY,PA,0.036591356,0.000000000,0.000000000,0.032855568
16117,42073011700,ELLWOOD CITY,PA,0.121193517,0.108843537,0.171597633,0.122271224
16117,42073011800,ELLWOOD CITY,PA,0.176817289,0.486394558,0.464497041,0.207607497
16117,42073011500,ELLWOOD CITY,PA,0.120456778,0.076530612,0.023668639,0.114002205
16117,42007605100,ELLWOOD CITY,PA,0.144646365,0.141156463,0.103550296,0.142888644
16117,42073011600,ELLWOOD CITY,PA,0.233055010,0.110544218,0.144970414,0.221830209
16117,42007605800,ELLWOOD CITY,PA,0.167239686,0.076530612,0.091715976,0.158544653
16146,42085033300,SHARON,PA,0.000125644,0.000000000,0.000000000,0.000107423
16146,42085033400,SHARON,PA,0.002512879,0.004005340,0.000000000,0.002470727
16146,42085030500,SHARON,PA,0.156175399,0.038718291,0.069883527,0.141153722
16146,42085031400,SHARON,PA,0.000125644,0.001335113,0.001663894,0.000322269
16146,42085031100,SHARON,PA,0.000125644,0.000000000,0.000000000,0.000107423
16146,42085030100,SHARON,PA,0.137454454,0.062750334,0.246256240,0.138468149
16146,42085033200,SHARON,PA,0.325166478,0.615487316,0.317803661,0.348050274
16146,42085030900,SHARON,PA,0.001759015,0.001335113,0.000000000,0.001611344
16146,42085030300,SHARON,PA,0.225530846,0.148197597,0.282861897,0.223009990
16146,42085030400,SHARON,PA,0.151023998,0.128170895,0.081530782,0.144698679
16255,42031160500,SLIGO,PA,0.562893082,0.722222222,1.000000000,0.644025157
16255,42031160700,SLIGO,PA,0.034591195,0.000000000,0.000000000,0.027672956
16255,42031160800,SLIGO,PA,0.402515723,0.277777778,0.000000000,0.328301887
16334,42031160300,MARBLE,PA,0.254098361,0.000000000,0.000000000,0.184523810
16334,42031160200,MARBLE,PA,0.745901639,1.000000000,1.000000000,0.815476190
16502,42049002000,ERIE,PA,0.179969104,0.084459459,0.118279570,0.165351102
16502,42049001100,ERIE,PA,0.129119464,0.204391892,0.032258065,0.119835982
16502,42049001900,ERIE,PA,0.117147271,0.214527027,0.096774194,0.120143516
16502,42049000200,ERIE,PA,0.000000000,0.001689189,0.000000000,0.000102512
16502,42049000900,ERIE,PA,0.209963955,0.114864865,0.246594982,0.209431061
16502,42049001000,ERIE,PA,0.215242019,0.081081081,0.267383513,0.214556638
16502,42049001200,ERIE,PA,0.148558187,0.298986486,0.238709677,0.170579190
16510,42049011400,ERIE,PA,0.006932574,0.000000000,0.000000000,0.006379446
16510,42049011101,ERIE,PA,0.069230769,0.027118644,0.000000000,0.065105305
16510,42049011801,ERIE,PA,0.003038936,0.000000000,0.000000000,0.002796469
16510,42049011201,ERIE,PA,0.072554606,0.018644068,0.000000000,0.067726995
16510,42049011300,ERIE,PA,0.145109212,0.164406780,0.222910217,0.148300271
16510,42049011702,ERIE,PA,0.009021842,0.003389831,0.000000000,0.008476798
16510,42049001500,ERIE,PA,0.059924027,0.103389831,0.260061920,0.067814384
16510,42049011507,ERIE,PA,0.080911681,0.038983051,0.009287926,0.076728131
16510,42049001600,ERIE,PA,0.162108262,0.122033898,0.164086687,0.160097876
16510,42049012300,ERIE,PA,0.218233618,0.398305085,0.114551084,0.224591453
16510,42049002700,ERIE,PA,0.172934473,0.123728814,0.229102167,0.171982872
16657,42061951300,JAMES CREEK,PA,0.363067293,0.258064516,0.000000000,0.357142857
16657,42061950600,JAMES CREEK,PA,0.489827856,0.483870968,1.000000000,0.491071429
